"schoolyear","leacode","leaname","experiencebin","teachercount","teachertotalcount"
"2017-18","27010","Tacoma School District","20.0 - 24.9","171","1592"
"2017-18","27010","Tacoma School District","25.0 - 29.9","145","1592"
"2017-18","27010","Tacoma School District","30.0 - 34.9","84","1592"
"2017-18","27010","Tacoma School District","35.0 - 39.9","38","1592"
"2017-18","27010","Tacoma School District","40.0 - 44.9","7","1592"
"2017-18","27010","Tacoma School District","45.0 - 49.9","3","1592"
"2017-18","27010","Tacoma School District","50.0 - 54.9","0","1592"
"2017-18","27010","Tacoma School District","55.0 - 59.9","0","1592"
"2017-18","27010","Tacoma School District","Not Reported","29","1592"
"2017-18","14077","Taholah School District","0.0 - 4.9","7","19"
"2017-18","14077","Taholah School District","5.0 - 9.9","2","19"
"2017-18","14077","Taholah School District","10.0 - 14.9","3","19"
"2017-18","14077","Taholah School District","15.0 - 19.9","2","19"
"2017-18","14077","Taholah School District","20.0 - 24.9","1","19"
"2017-18","14077","Taholah School District","25.0 - 29.9","1","19"
"2017-18","14077","Taholah School District","30.0 - 34.9","0","19"
"2017-18","14077","Taholah School District","35.0 - 39.9","1","19"
"2017-18","14077","Taholah School District","40.0 - 44.9","0","19"
"2017-18","14077","Taholah School District","45.0 - 49.9","1","19"
"2017-18","14077","Taholah School District","50.0 - 54.9","0","19"
"2017-18","14077","Taholah School District","55.0 - 59.9","0","19"
"2017-18","14077","Taholah School District","Not Reported","1","19"
"2017-18","17409","Tahoma School District","0.0 - 4.9","68","430"
"2017-18","17409","Tahoma School District","5.0 - 9.9","78","430"
"2017-18","17409","Tahoma School District","10.0 - 14.9","84","430"
"2017-18","17409","Tahoma School District","15.0 - 19.9","66","430"
"2017-18","17409","Tahoma School District","20.0 - 24.9","59","430"
"2017-18","17409","Tahoma School District","25.0 - 29.9","37","430"
"2017-18","17409","Tahoma School District","30.0 - 34.9","18","430"
"2017-18","17409","Tahoma School District","35.0 - 39.9","6","430"
"2017-18","17409","Tahoma School District","40.0 - 44.9","0","430"
"2017-18","17409","Tahoma School District","45.0 - 49.9","0","430"
"2017-18","17409","Tahoma School District","50.0 - 54.9","0","430"
"2017-18","17409","Tahoma School District","55.0 - 59.9","0","430"
"2017-18","17409","Tahoma School District","Not Reported","14","430"
"2017-18","38265","Tekoa School District","0.0 - 4.9","3","18"
"2017-18","38265","Tekoa School District","5.0 - 9.9","4","18"
"2017-18","38265","Tekoa School District","10.0 - 14.9","1","18"
"2017-18","38265","Tekoa School District","15.0 - 19.9","2","18"
"2017-18","38265","Tekoa School District","20.0 - 24.9","4","18"
"2017-18","38265","Tekoa School District","25.0 - 29.9","1","18"
"2017-18","38265","Tekoa School District","30.0 - 34.9","2","18"
"2017-18","38265","Tekoa School District","35.0 - 39.9","1","18"
"2017-18","38265","Tekoa School District","40.0 - 44.9","0","18"
"2017-18","38265","Tekoa School District","45.0 - 49.9","0","18"
"2017-18","38265","Tekoa School District","50.0 - 54.9","0","18"
"2017-18","38265","Tekoa School District","55.0 - 59.9","0","18"
"2017-18","38265","Tekoa School District","Not Reported","0","18"
"2017-18","34402","Tenino School District","0.0 - 4.9","20","71"
"2017-18","34402","Tenino School District","5.0 - 9.9","15","71"
"2017-18","34402","Tenino School District","10.0 - 14.9","10","71"
"2017-18","34402","Tenino School District","15.0 - 19.9","3","71"
"2017-18","34402","Tenino School District","20.0 - 24.9","10","71"
"2017-18","34402","Tenino School District","25.0 - 29.9","5","71"
"2017-18","34402","Tenino School District","30.0 - 34.9","4","71"
"2017-18","34402","Tenino School District","35.0 - 39.9","2","71"
"2017-18","34402","Tenino School District","40.0 - 44.9","1","71"
"2017-18","34402","Tenino School District","45.0 - 49.9","0","71"
"2017-18","34402","Tenino School District","50.0 - 54.9","0","71"
"2017-18","34402","Tenino School District","55.0 - 59.9","0","71"
"2017-18","34402","Tenino School District","Not Reported","1","71"
"2017-18","19400","Thorp School District","0.0 - 4.9","3","13"
"2017-18","19400","Thorp School District","5.0 - 9.9","2","13"
"2017-18","19400","Thorp School District","10.0 - 14.9","1","13"
"2017-18","19400","Thorp School District","15.0 - 19.9","3","13"
"2017-18","19400","Thorp School District","20.0 - 24.9","1","13"
"2017-18","19400","Thorp School District","25.0 - 29.9","0","13"
"2017-18","19400","Thorp School District","30.0 - 34.9","1","13"
"2017-18","19400","Thorp School District","35.0 - 39.9","0","13"
"2017-18","19400","Thorp School District","40.0 - 44.9","0","13"
"2017-18","19400","Thorp School District","45.0 - 49.9","0","13"
"2017-18","19400","Thorp School District","50.0 - 54.9","0","13"
"2017-18","19400","Thorp School District","55.0 - 59.9","0","13"
"2017-18","19400","Thorp School District","Not Reported","2","13"
"2017-18","21237","Toledo School District","0.0 - 4.9","10","50"
"2017-18","21237","Toledo School District","5.0 - 9.9","7","50"
"2017-18","21237","Toledo School District","10.0 - 14.9","2","50"
"2017-18","21237","Toledo School District","15.0 - 19.9","7","50"
"2017-18","21237","Toledo School District","20.0 - 24.9","8","50"
"2017-18","21237","Toledo School District","25.0 - 29.9","7","50"
"2017-18","21237","Toledo School District","30.0 - 34.9","3","50"
"2017-18","21237","Toledo School District","35.0 - 39.9","0","50"
"2017-18","21237","Toledo School District","40.0 - 44.9","0","50"
"2017-18","21237","Toledo School District","45.0 - 49.9","0","50"
"2017-18","21237","Toledo School District","50.0 - 54.9","0","50"
"2017-18","21237","Toledo School District","55.0 - 59.9","0","50"
"2017-18","21237","Toledo School District","Not Reported","6","50"
"2017-18","24404","Tonasket School District","0.0 - 4.9","18","70"
"2017-18","24404","Tonasket School District","5.0 - 9.9","13","70"
"2017-18","24404","Tonasket School District","10.0 - 14.9","6","70"
"2017-18","24404","Tonasket School District","15.0 - 19.9","11","70"
"2017-18","24404","Tonasket School District","20.0 - 24.9","8","70"
"2017-18","24404","Tonasket School District","25.0 - 29.9","3","70"
"2017-18","24404","Tonasket School District","30.0 - 34.9","7","70"
"2017-18","24404","Tonasket School District","35.0 - 39.9","2","70"
"2017-18","24404","Tonasket School District","40.0 - 44.9","0","70"
"2017-18","24404","Tonasket School District","45.0 - 49.9","0","70"
"2017-18","24404","Tonasket School District","50.0 - 54.9","0","70"
"2017-18","24404","Tonasket School District","55.0 - 59.9","0","70"
"2017-18","24404","Tonasket School District","Not Reported","2","70"
"2017-18","39202","Toppenish School District","0.0 - 4.9","80","211"
"2017-18","39202","Toppenish School District","5.0 - 9.9","33","211"
"2017-18","39202","Toppenish School District","10.0 - 14.9","33","211"
"2017-18","39202","Toppenish School District","15.0 - 19.9","30","211"
"2017-18","39202","Toppenish School District","20.0 - 24.9","13","211"
"2017-18","39202","Toppenish School District","25.0 - 29.9","11","211"
"2017-18","39202","Toppenish School District","30.0 - 34.9","6","211"
"2017-18","39202","Toppenish School District","35.0 - 39.9","2","211"
"2017-18","39202","Toppenish School District","40.0 - 44.9","0","211"
"2017-18","39202","Toppenish School District","45.0 - 49.9","0","211"
"2017-18","39202","Toppenish School District","50.0 - 54.9","0","211"
"2017-18","39202","Toppenish School District","55.0 - 59.9","0","211"
"2017-18","39202","Toppenish School District","Not Reported","3","211"
"2017-18","36300","Touchet School District","0.0 - 4.9","1","20"
"2017-18","36300","Touchet School District","5.0 - 9.9","1","20"
"2017-18","36300","Touchet School District","10.0 - 14.9","4","20"
"2017-18","36300","Touchet School District","15.0 - 19.9","2","20"
"2017-18","36300","Touchet School District","20.0 - 24.9","5","20"
"2017-18","36300","Touchet School District","25.0 - 29.9","5","20"
"2017-18","36300","Touchet School District","30.0 - 34.9","0","20"
"2017-18","36300","Touchet School District","35.0 - 39.9","1","20"
"2017-18","36300","Touchet School District","40.0 - 44.9","0","20"
"2017-18","36300","Touchet School District","45.0 - 49.9","0","20"
"2017-18","36300","Touchet School District","50.0 - 54.9","0","20"
"2017-18","36300","Touchet School District","55.0 - 59.9","0","20"
"2017-18","36300","Touchet School District","Not Reported","1","20"
"2017-18","08130","Toutle Lake School District","0.0 - 4.9","4","41"
"2017-18","08130","Toutle Lake School District","5.0 - 9.9","3","41"
"2017-18","08130","Toutle Lake School District","10.0 - 14.9","8","41"
"2017-18","08130","Toutle Lake School District","15.0 - 19.9","5","41"
"2017-18","08130","Toutle Lake School District","20.0 - 24.9","7","41"
"2017-18","08130","Toutle Lake School District","25.0 - 29.9","5","41"
"2017-18","08130","Toutle Lake School District","30.0 - 34.9","2","41"
"2017-18","08130","Toutle Lake School District","35.0 - 39.9","2","41"
"2017-18","08130","Toutle Lake School District","40.0 - 44.9","0","41"
"2017-18","08130","Toutle Lake School District","45.0 - 49.9","0","41"
"2017-18","08130","Toutle Lake School District","50.0 - 54.9","0","41"
"2017-18","08130","Toutle Lake School District","55.0 - 59.9","0","41"
"2017-18","08130","Toutle Lake School District","Not Reported","5","41"
"2017-18","20400","Trout Lake School District","0.0 - 4.9","7","22"
"2017-18","20400","Trout Lake School District","5.0 - 9.9","2","22"
"2017-18","20400","Trout Lake School District","10.0 - 14.9","1","22"
"2017-18","20400","Trout Lake School District","15.0 - 19.9","2","22"
"2017-18","20400","Trout Lake School District","20.0 - 24.9","3","22"
"2017-18","20400","Trout Lake School District","25.0 - 29.9","3","22"
"2017-18","20400","Trout Lake School District","30.0 - 34.9","0","22"
"2017-18","20400","Trout Lake School District","35.0 - 39.9","0","22"
"2017-18","20400","Trout Lake School District","40.0 - 44.9","0","22"
"2017-18","20400","Trout Lake School District","45.0 - 49.9","0","22"
"2017-18","20400","Trout Lake School District","50.0 - 54.9","0","22"
"2017-18","20400","Trout Lake School District","55.0 - 59.9","0","22"
"2017-18","20400","Trout Lake School District","Not Reported","4","22"
"2017-18","17406","Tukwila School District","0.0 - 4.9","47","175"
"2017-18","17406","Tukwila School District","5.0 - 9.9","39","175"
"2017-18","17406","Tukwila School District","10.0 - 14.9","23","175"
"2017-18","17406","Tukwila School District","15.0 - 19.9","25","175"
"2017-18","17406","Tukwila School District","20.0 - 24.9","16","175"
"2017-18","17406","Tukwila School District","25.0 - 29.9","7","175"
"2017-18","17406","Tukwila School District","30.0 - 34.9","7","175"
"2017-18","17406","Tukwila School District","35.0 - 39.9","0","175"
"2017-18","17406","Tukwila School District","40.0 - 44.9","2","175"
"2017-18","17406","Tukwila School District","45.0 - 49.9","0","175"
"2017-18","17406","Tukwila School District","50.0 - 54.9","0","175"
"2017-18","17406","Tukwila School District","55.0 - 59.9","0","175"
"2017-18","17406","Tukwila School District","Not Reported","9","175"
"2017-18","34033","Tumwater School District","0.0 - 4.9","76","387"
"2017-18","34033","Tumwater School District","5.0 - 9.9","60","387"
"2017-18","34033","Tumwater School District","10.0 - 14.9","59","387"
"2017-18","34033","Tumwater School District","15.0 - 19.9","50","387"
"2017-18","34033","Tumwater School District","20.0 - 24.9","48","387"
"2017-18","34033","Tumwater School District","25.0 - 29.9","33","387"
"2017-18","34033","Tumwater School District","30.0 - 34.9","28","387"
"2017-18","34033","Tumwater School District","35.0 - 39.9","11","387"
"2017-18","34033","Tumwater School District","40.0 - 44.9","1","387"
"2017-18","34033","Tumwater School District","45.0 - 49.9","0","387"
"2017-18","34033","Tumwater School District","50.0 - 54.9","0","387"
"2017-18","34033","Tumwater School District","55.0 - 59.9","0","387"
"2017-18","34033","Tumwater School District","Not Reported","21","387"
"2017-18","39002","Union Gap School District","0.0 - 4.9","11","35"
"2017-18","39002","Union Gap School District","5.0 - 9.9","6","35"
"2017-18","39002","Union Gap School District","10.0 - 14.9","7","35"
"2017-18","39002","Union Gap School District","15.0 - 19.9","6","35"
"2017-18","39002","Union Gap School District","20.0 - 24.9","3","35"
"2017-18","39002","Union Gap School District","25.0 - 29.9","1","35"
"2017-18","39002","Union Gap School District","30.0 - 34.9","0","35"
"2017-18","39002","Union Gap School District","35.0 - 39.9","1","35"
"2017-18","39002","Union Gap School District","40.0 - 44.9","0","35"
"2017-18","39002","Union Gap School District","45.0 - 49.9","0","35"
"2017-18","39002","Union Gap School District","50.0 - 54.9","0","35"
"2017-18","39002","Union Gap School District","55.0 - 59.9","0","35"
"2017-18","39002","Union Gap School District","Not Reported","0","35"
"2017-18","27083","University Place School District","0.0 - 4.9","40","322"
"2017-18","27083","University Place School District","5.0 - 9.9","56","322"
"2017-18","27083","University Place School District","10.0 - 14.9","50","322"
"2017-18","27083","University Place School District","15.0 - 19.9","59","322"
"2017-18","27083","University Place School District","20.0 - 24.9","26","322"
"2017-18","27083","University Place School District","25.0 - 29.9","37","322"
"2017-18","27083","University Place School District","30.0 - 34.9","23","322"
"2017-18","27083","University Place School District","35.0 - 39.9","3","322"
"2017-18","27083","University Place School District","40.0 - 44.9","2","322"
"2017-18","27083","University Place School District","45.0 - 49.9","0","322"
"2017-18","27083","University Place School District","50.0 - 54.9","0","322"
"2017-18","27083","University Place School District","55.0 - 59.9","0","322"
"2017-18","27083","University Place School District","Not Reported","26","322"
"2017-18","33070","Valley School District","0.0 - 4.9","9","41"
"2017-18","33070","Valley School District","5.0 - 9.9","10","41"
"2017-18","33070","Valley School District","10.0 - 14.9","10","41"
"2017-18","33070","Valley School District","15.0 - 19.9","2","41"
"2017-18","33070","Valley School District","20.0 - 24.9","3","41"
"2017-18","33070","Valley School District","25.0 - 29.9","4","41"
