"schoolyear","leacode","leaname","experiencebin","teachercount","teachertotalcount"
"2023-24","04246","Wenatchee School District","30.0 - 34.9","11","467"
"2023-24","04246","Wenatchee School District","35.0 - 39.9","10","467"
"2023-24","04246","Wenatchee School District","40.0 - 44.9","2","467"
"2023-24","04246","Wenatchee School District","45.0 - 49.9","0","467"
"2023-24","04246","Wenatchee School District","50.0 - 54.9","0","467"
"2023-24","04246","Wenatchee School District","55.0 - 59.9","0","467"
"2023-24","04246","Wenatchee School District","Not Reported","15","467"
"2023-24","32363","West Valley School District (Spokane)","0.0 - 4.9","35","204"
"2023-24","32363","West Valley School District (Spokane)","5.0 - 9.9","44","204"
"2023-24","32363","West Valley School District (Spokane)","10.0 - 14.9","31","204"
"2023-24","32363","West Valley School District (Spokane)","15.0 - 19.9","31","204"
"2023-24","32363","West Valley School District (Spokane)","20.0 - 24.9","28","204"
"2023-24","32363","West Valley School District (Spokane)","25.0 - 29.9","17","204"
"2023-24","32363","West Valley School District (Spokane)","30.0 - 34.9","11","204"
"2023-24","32363","West Valley School District (Spokane)","35.0 - 39.9","1","204"
"2023-24","32363","West Valley School District (Spokane)","40.0 - 44.9","0","204"
"2023-24","32363","West Valley School District (Spokane)","45.0 - 49.9","0","204"
"2023-24","32363","West Valley School District (Spokane)","50.0 - 54.9","0","204"
"2023-24","32363","West Valley School District (Spokane)","55.0 - 59.9","0","204"
"2023-24","32363","West Valley School District (Spokane)","Not Reported","6","204"
"2023-24","39208","West Valley School District (Yakima)","0.0 - 4.9","47","320"
"2023-24","39208","West Valley School District (Yakima)","5.0 - 9.9","54","320"
"2023-24","39208","West Valley School District (Yakima)","10.0 - 14.9","51","320"
"2023-24","39208","West Valley School District (Yakima)","15.0 - 19.9","46","320"
"2023-24","39208","West Valley School District (Yakima)","20.0 - 24.9","34","320"
"2023-24","39208","West Valley School District (Yakima)","25.0 - 29.9","39","320"
"2023-24","39208","West Valley School District (Yakima)","30.0 - 34.9","13","320"
"2023-24","39208","West Valley School District (Yakima)","35.0 - 39.9","6","320"
"2023-24","39208","West Valley School District (Yakima)","40.0 - 44.9","0","320"
"2023-24","39208","West Valley School District (Yakima)","45.0 - 49.9","0","320"
"2023-24","39208","West Valley School District (Yakima)","50.0 - 54.9","0","320"
"2023-24","39208","West Valley School District (Yakima)","55.0 - 59.9","0","320"
"2023-24","39208","West Valley School District (Yakima)","Not Reported","30","320"
"2023-24","21303","White Pass School District","0.0 - 4.9","13","26"
"2023-24","21303","White Pass School District","5.0 - 9.9","2","26"
"2023-24","21303","White Pass School District","10.0 - 14.9","2","26"
"2023-24","21303","White Pass School District","15.0 - 19.9","2","26"
"2023-24","21303","White Pass School District","20.0 - 24.9","1","26"
"2023-24","21303","White Pass School District","25.0 - 29.9","5","26"
"2023-24","21303","White Pass School District","30.0 - 34.9","0","26"
"2023-24","21303","White Pass School District","35.0 - 39.9","0","26"
"2023-24","21303","White Pass School District","40.0 - 44.9","0","26"
"2023-24","21303","White Pass School District","45.0 - 49.9","0","26"
"2023-24","21303","White Pass School District","50.0 - 54.9","0","26"
"2023-24","21303","White Pass School District","55.0 - 59.9","0","26"
"2023-24","21303","White Pass School District","Not Reported","1","26"
"2023-24","27416","White River School District","0.0 - 4.9","105","248"
"2023-24","27416","White River School District","5.0 - 9.9","44","248"
"2023-24","27416","White River School District","10.0 - 14.9","24","248"
"2023-24","27416","White River School District","15.0 - 19.9","20","248"
"2023-24","27416","White River School District","20.0 - 24.9","30","248"
"2023-24","27416","White River School District","25.0 - 29.9","7","248"
"2023-24","27416","White River School District","30.0 - 34.9","11","248"
"2023-24","27416","White River School District","35.0 - 39.9","2","248"
"2023-24","27416","White River School District","40.0 - 44.9","0","248"
"2023-24","27416","White River School District","45.0 - 49.9","0","248"
"2023-24","27416","White River School District","50.0 - 54.9","0","248"
"2023-24","27416","White River School District","55.0 - 59.9","0","248"
"2023-24","27416","White River School District","Not Reported","5","248"
"2023-24","20405","White Salmon Valley School District","0.0 - 4.9","8","68"
"2023-24","20405","White Salmon Valley School District","5.0 - 9.9","9","68"
"2023-24","20405","White Salmon Valley School District","10.0 - 14.9","10","68"
"2023-24","20405","White Salmon Valley School District","15.0 - 19.9","16","68"
"2023-24","20405","White Salmon Valley School District","20.0 - 24.9","11","68"
"2023-24","20405","White Salmon Valley School District","25.0 - 29.9","3","68"
"2023-24","20405","White Salmon Valley School District","30.0 - 34.9","7","68"
"2023-24","20405","White Salmon Valley School District","35.0 - 39.9","0","68"
"2023-24","20405","White Salmon Valley School District","40.0 - 44.9","0","68"
"2023-24","20405","White Salmon Valley School District","45.0 - 49.9","0","68"
"2023-24","20405","White Salmon Valley School District","50.0 - 54.9","0","68"
"2023-24","20405","White Salmon Valley School District","55.0 - 59.9","0","68"
"2023-24","20405","White Salmon Valley School District","Not Reported","4","68"
"2023-24","17917","Why Not You Academy","0.0 - 4.9","12","17"
"2023-24","17917","Why Not You Academy","5.0 - 9.9","0","17"
"2023-24","17917","Why Not You Academy","10.0 - 14.9","0","17"
"2023-24","17917","Why Not You Academy","15.0 - 19.9","0","17"
"2023-24","17917","Why Not You Academy","20.0 - 24.9","0","17"
"2023-24","17917","Why Not You Academy","25.0 - 29.9","0","17"
"2023-24","17917","Why Not You Academy","30.0 - 34.9","0","17"
"2023-24","17917","Why Not You Academy","35.0 - 39.9","0","17"
"2023-24","17917","Why Not You Academy","40.0 - 44.9","0","17"
"2023-24","17917","Why Not You Academy","45.0 - 49.9","0","17"
"2023-24","17917","Why Not You Academy","50.0 - 54.9","0","17"
"2023-24","17917","Why Not You Academy","55.0 - 59.9","0","17"
"2023-24","17917","Why Not You Academy","Not Reported","5","17"
"2023-24","22200","Wilbur School District","0.0 - 4.9","5","29"
"2023-24","22200","Wilbur School District","5.0 - 9.9","4","29"
"2023-24","22200","Wilbur School District","10.0 - 14.9","2","29"
"2023-24","22200","Wilbur School District","15.0 - 19.9","3","29"
"2023-24","22200","Wilbur School District","20.0 - 24.9","7","29"
"2023-24","22200","Wilbur School District","25.0 - 29.9","2","29"
"2023-24","22200","Wilbur School District","30.0 - 34.9","0","29"
"2023-24","22200","Wilbur School District","35.0 - 39.9","0","29"
"2023-24","22200","Wilbur School District","40.0 - 44.9","0","29"
"2023-24","22200","Wilbur School District","45.0 - 49.9","0","29"
"2023-24","22200","Wilbur School District","50.0 - 54.9","0","29"
"2023-24","22200","Wilbur School District","55.0 - 59.9","0","29"
"2023-24","22200","Wilbur School District","Not Reported","6","29"
"2023-24","25160","Willapa Valley School District","0.0 - 4.9","7","28"
"2023-24","25160","Willapa Valley School District","5.0 - 9.9","7","28"
"2023-24","25160","Willapa Valley School District","10.0 - 14.9","8","28"
"2023-24","25160","Willapa Valley School District","15.0 - 19.9","4","28"
"2023-24","25160","Willapa Valley School District","20.0 - 24.9","0","28"
"2023-24","25160","Willapa Valley School District","25.0 - 29.9","1","28"
"2023-24","25160","Willapa Valley School District","30.0 - 34.9","0","28"
"2023-24","25160","Willapa Valley School District","35.0 - 39.9","1","28"
"2023-24","25160","Willapa Valley School District","40.0 - 44.9","0","28"
"2023-24","25160","Willapa Valley School District","45.0 - 49.9","0","28"
"2023-24","25160","Willapa Valley School District","50.0 - 54.9","0","28"
"2023-24","25160","Willapa Valley School District","55.0 - 59.9","0","28"
"2023-24","25160","Willapa Valley School District","Not Reported","0","28"
"2023-24","13167","Wilson Creek School District","0.0 - 4.9","4","11"
"2023-24","13167","Wilson Creek School District","5.0 - 9.9","2","11"
"2023-24","13167","Wilson Creek School District","10.0 - 14.9","0","11"
"2023-24","13167","Wilson Creek School District","15.0 - 19.9","2","11"
"2023-24","13167","Wilson Creek School District","20.0 - 24.9","0","11"
"2023-24","13167","Wilson Creek School District","25.0 - 29.9","0","11"
"2023-24","13167","Wilson Creek School District","30.0 - 34.9","2","11"
"2023-24","13167","Wilson Creek School District","35.0 - 39.9","0","11"
"2023-24","13167","Wilson Creek School District","40.0 - 44.9","0","11"
"2023-24","13167","Wilson Creek School District","45.0 - 49.9","0","11"
"2023-24","13167","Wilson Creek School District","50.0 - 54.9","0","11"
"2023-24","13167","Wilson Creek School District","55.0 - 59.9","0","11"
"2023-24","13167","Wilson Creek School District","Not Reported","1","11"
"2023-24","21232","Winlock School District","0.0 - 4.9","19","81"
"2023-24","21232","Winlock School District","5.0 - 9.9","13","81"
"2023-24","21232","Winlock School District","10.0 - 14.9","3","81"
"2023-24","21232","Winlock School District","15.0 - 19.9","4","81"
"2023-24","21232","Winlock School District","20.0 - 24.9","3","81"
"2023-24","21232","Winlock School District","25.0 - 29.9","3","81"
"2023-24","21232","Winlock School District","30.0 - 34.9","4","81"
"2023-24","21232","Winlock School District","35.0 - 39.9","2","81"
"2023-24","21232","Winlock School District","40.0 - 44.9","0","81"
"2023-24","21232","Winlock School District","45.0 - 49.9","0","81"
"2023-24","21232","Winlock School District","50.0 - 54.9","0","81"
"2023-24","21232","Winlock School District","55.0 - 59.9","0","81"
"2023-24","21232","Winlock School District","Not Reported","30","81"
"2023-24","14117","Wishkah Valley School District","0.0 - 4.9","6","19"
"2023-24","14117","Wishkah Valley School District","5.0 - 9.9","3","19"
"2023-24","14117","Wishkah Valley School District","10.0 - 14.9","5","19"
"2023-24","14117","Wishkah Valley School District","15.0 - 19.9","2","19"
"2023-24","14117","Wishkah Valley School District","20.0 - 24.9","1","19"
"2023-24","14117","Wishkah Valley School District","25.0 - 29.9","1","19"
"2023-24","14117","Wishkah Valley School District","30.0 - 34.9","0","19"
"2023-24","14117","Wishkah Valley School District","35.0 - 39.9","0","19"
"2023-24","14117","Wishkah Valley School District","40.0 - 44.9","0","19"
"2023-24","14117","Wishkah Valley School District","45.0 - 49.9","0","19"
"2023-24","14117","Wishkah Valley School District","50.0 - 54.9","0","19"
"2023-24","14117","Wishkah Valley School District","55.0 - 59.9","0","19"
"2023-24","14117","Wishkah Valley School District","Not Reported","1","19"
"2023-24","20094","Wishram School District","0.0 - 4.9","2","19"
"2023-24","20094","Wishram School District","5.0 - 9.9","2","19"
"2023-24","20094","Wishram School District","10.0 - 14.9","0","19"
"2023-24","20094","Wishram School District","15.0 - 19.9","0","19"
"2023-24","20094","Wishram School District","20.0 - 24.9","1","19"
"2023-24","20094","Wishram School District","25.0 - 29.9","3","19"
"2023-24","20094","Wishram School District","30.0 - 34.9","0","19"
"2023-24","20094","Wishram School District","35.0 - 39.9","1","19"
"2023-24","20094","Wishram School District","40.0 - 44.9","0","19"
"2023-24","20094","Wishram School District","45.0 - 49.9","0","19"
"2023-24","20094","Wishram School District","50.0 - 54.9","0","19"
"2023-24","20094","Wishram School District","55.0 - 59.9","0","19"
"2023-24","20094","Wishram School District","Not Reported","10","19"
"2023-24","08404","Woodland School District","0.0 - 4.9","44","144"
"2023-24","08404","Woodland School District","5.0 - 9.9","36","144"
"2023-24","08404","Woodland School District","10.0 - 14.9","20","144"
"2023-24","08404","Woodland School District","15.0 - 19.9","14","144"
"2023-24","08404","Woodland School District","20.0 - 24.9","8","144"
"2023-24","08404","Woodland School District","25.0 - 29.9","11","144"
"2023-24","08404","Woodland School District","30.0 - 34.9","5","144"
"2023-24","08404","Woodland School District","35.0 - 39.9","1","144"
"2023-24","08404","Woodland School District","40.0 - 44.9","0","144"
"2023-24","08404","Woodland School District","45.0 - 49.9","1","144"
"2023-24","08404","Woodland School District","50.0 - 54.9","0","144"
"2023-24","08404","Woodland School District","55.0 - 59.9","0","144"
"2023-24","08404","Woodland School District","Not Reported","4","144"
"2023-24","39007","Yakima School District","0.0 - 4.9","211","1085"
"2023-24","39007","Yakima School District","5.0 - 9.9","208","1085"
"2023-24","39007","Yakima School District","10.0 - 14.9","144","1085"
"2023-24","39007","Yakima School District","15.0 - 19.9","130","1085"
"2023-24","39007","Yakima School District","20.0 - 24.9","137","1085"
"2023-24","39007","Yakima School District","25.0 - 29.9","61","1085"
"2023-24","39007","Yakima School District","30.0 - 34.9","38","1085"
"2023-24","39007","Yakima School District","35.0 - 39.9","12","1085"
"2023-24","39007","Yakima School District","40.0 - 44.9","5","1085"
"2023-24","39007","Yakima School District","45.0 - 49.9","0","1085"
"2023-24","39007","Yakima School District","50.0 - 54.9","0","1085"
"2023-24","39007","Yakima School District","55.0 - 59.9","0","1085"
"2023-24","39007","Yakima School District","Not Reported","139","1085"
"2023-24","34002","Yelm School District","0.0 - 4.9","84","306"
"2023-24","34002","Yelm School District","5.0 - 9.9","73","306"
"2023-24","34002","Yelm School District","10.0 - 14.9","38","306"
"2023-24","34002","Yelm School District","15.0 - 19.9","37","306"
"2023-24","34002","Yelm School District","20.0 - 24.9","28","306"
"2023-24","34002","Yelm School District","25.0 - 29.9","18","306"
"2023-24","34002","Yelm School District","30.0 - 34.9","14","306"
"2023-24","34002","Yelm School District","35.0 - 39.9","1","306"
"2023-24","34002","Yelm School District","40.0 - 44.9","3","306"
"2023-24","34002","Yelm School District","45.0 - 49.9","0","306"
"2023-24","34002","Yelm School District","50.0 - 54.9","0","306"
"2023-24","34002","Yelm School District","55.0 - 59.9","0","306"
"2023-24","34002","Yelm School District","Not Reported","10","306"
"2023-24","39205","Zillah School District","0.0 - 4.9","15","81"
"2023-24","39205","Zillah School District","5.0 - 9.9","11","81"
"2023-24","39205","Zillah School District","10.0 - 14.9","13","81"
"2023-24","39205","Zillah School District","15.0 - 19.9","12","81"
"2023-24","39205","Zillah School District","20.0 - 24.9","10","81"
"2023-24","39205","Zillah School District","25.0 - 29.9","7","81"
"2023-24","39205","Zillah School District","30.0 - 34.9","10","81"
"2023-24","39205","Zillah School District","35.0 - 39.9","1","81"
"2023-24","39205","Zillah School District","40.0 - 44.9","0","81"
"2023-24","39205","Zillah School District","45.0 - 49.9","0","81"
"2023-24","39205","Zillah School District","50.0 - 54.9","0","81"
"2023-24","39205","Zillah School District","55.0 - 59.9","0","81"
"2023-24","39205","Zillah School District","Not Reported","2","81"
"2022-23","14005","Aberdeen School District","0.0 - 4.9","53","273"
"2022-23","14005","Aberdeen School District","5.0 - 9.9","31","273"
"2022-23","14005","Aberdeen School District","10.0 - 14.9","23","273"
"2022-23","14005","Aberdeen School District","15.0 - 19.9","23","273"
"2022-23","14005","Aberdeen School District","20.0 - 24.9","27","273"
"2022-23","14005","Aberdeen School District","25.0 - 29.9","19","273"
"2022-23","14005","Aberdeen School District","30.0 - 34.9","21","273"
"2022-23","14005","Aberdeen School District","35.0 - 39.9","3","273"
"2022-23","14005","Aberdeen School District","40.0 - 44.9","0","273"
"2022-23","14005","Aberdeen School District","45.0 - 49.9","1","273"
"2022-23","14005","Aberdeen School District","50.0 - 54.9","0","273"
"2022-23","14005","Aberdeen School District","55.0 - 59.9","0","273"
"2022-23","14005","Aberdeen School District","Not Reported","72","273"
"2022-23","21226","Adna School District","0.0 - 4.9","3","40"
"2022-23","21226","Adna School District","5.0 - 9.9","10","40"
"2022-23","21226","Adna School District","10.0 - 14.9","4","40"
"2022-23","21226","Adna School District","15.0 - 19.9","8","40"
"2022-23","21226","Adna School District","20.0 - 24.9","10","40"
"2022-23","21226","Adna School District","25.0 - 29.9","4","40"
"2022-23","21226","Adna School District","30.0 - 34.9","1","40"
"2022-23","21226","Adna School District","35.0 - 39.9","0","40"
"2022-23","21226","Adna School District","40.0 - 44.9","0","40"
"2022-23","21226","Adna School District","45.0 - 49.9","0","40"
"2022-23","21226","Adna School District","50.0 - 54.9","0","40"
"2022-23","21226","Adna School District","55.0 - 59.9","0","40"
"2022-23","21226","Adna School District","Not Reported","0","40"
"2022-23","22017","Almira School District","0.0 - 4.9","6","12"
"2022-23","22017","Almira School District","5.0 - 9.9","2","12"
"2022-23","22017","Almira School District","10.0 - 14.9","1","12"
"2022-23","22017","Almira School District","15.0 - 19.9","0","12"
"2022-23","22017","Almira School District","20.0 - 24.9","0","12"
"2022-23","22017","Almira School District","25.0 - 29.9","2","12"
"2022-23","22017","Almira School District","30.0 - 34.9","1","12"
"2022-23","22017","Almira School District","35.0 - 39.9","0","12"
"2022-23","22017","Almira School District","40.0 - 44.9","0","12"
"2022-23","22017","Almira School District","45.0 - 49.9","0","12"
"2022-23","22017","Almira School District","50.0 - 54.9","0","12"
"2022-23","22017","Almira School District","55.0 - 59.9","0","12"
"2022-23","22017","Almira School District","Not Reported","0","12"
"2022-23","29103","Anacortes School District","0.0 - 4.9","21","160"
"2022-23","29103","Anacortes School District","5.0 - 9.9","26","160"
"2022-23","29103","Anacortes School District","10.0 - 14.9","29","160"
"2022-23","29103","Anacortes School District","15.0 - 19.9","25","160"
"2022-23","29103","Anacortes School District","20.0 - 24.9","25","160"
"2022-23","29103","Anacortes School District","25.0 - 29.9","14","160"
"2022-23","29103","Anacortes School District","30.0 - 34.9","9","160"
"2022-23","29103","Anacortes School District","35.0 - 39.9","3","160"
"2022-23","29103","Anacortes School District","40.0 - 44.9","0","160"
"2022-23","29103","Anacortes School District","45.0 - 49.9","0","160"
"2022-23","29103","Anacortes School District","50.0 - 54.9","0","160"
"2022-23","29103","Anacortes School District","55.0 - 59.9","0","160"
"2022-23","29103","Anacortes School District","Not Reported","8","160"
"2022-23","31016","Arlington School District","0.0 - 4.9","64","331"
"2022-23","31016","Arlington School District","5.0 - 9.9","54","331"
"2022-23","31016","Arlington School District","10.0 - 14.9","44","331"
"2022-23","31016","Arlington School District","15.0 - 19.9","59","331"
"2022-23","31016","Arlington School District","20.0 - 24.9","53","331"
"2022-23","31016","Arlington School District","25.0 - 29.9","33","331"
"2022-23","31016","Arlington School District","30.0 - 34.9","13","331"
"2022-23","31016","Arlington School District","35.0 - 39.9","3","331"
"2022-23","31016","Arlington School District","40.0 - 44.9","0","331"
"2022-23","31016","Arlington School District","45.0 - 49.9","0","331"
"2022-23","31016","Arlington School District","50.0 - 54.9","0","331"
"2022-23","31016","Arlington School District","55.0 - 59.9","0","331"
"2022-23","31016","Arlington School District","Not Reported","8","331"
"2022-23","02420","Asotin-Anatone School District","0.0 - 4.9","6","40"
"2022-23","02420","Asotin-Anatone School District","5.0 - 9.9","5","40"
"2022-23","02420","Asotin-Anatone School District","10.0 - 14.9","11","40"
"2022-23","02420","Asotin-Anatone School District","15.0 - 19.9","6","40"
"2022-23","02420","Asotin-Anatone School District","20.0 - 24.9","6","40"
"2022-23","02420","Asotin-Anatone School District","25.0 - 29.9","4","40"
"2022-23","02420","Asotin-Anatone School District","30.0 - 34.9","1","40"
"2022-23","02420","Asotin-Anatone School District","35.0 - 39.9","1","40"
"2022-23","02420","Asotin-Anatone School District","40.0 - 44.9","0","40"
"2022-23","02420","Asotin-Anatone School District","45.0 - 49.9","0","40"
"2022-23","02420","Asotin-Anatone School District","50.0 - 54.9","0","40"
"2022-23","02420","Asotin-Anatone School District","55.0 - 59.9","0","40"
"2022-23","02420","Asotin-Anatone School District","Not Reported","0","40"
"2022-23","17408","Auburn School District","0.0 - 4.9","298","1172"
"2022-23","17408","Auburn School District","5.0 - 9.9","220","1172"
"2022-23","17408","Auburn School District","10.0 - 14.9","165","1172"
"2022-23","17408","Auburn School District","15.0 - 19.9","137","1172"
"2022-23","17408","Auburn School District","20.0 - 24.9","120","1172"
"2022-23","17408","Auburn School District","25.0 - 29.9","89","1172"
"2022-23","17408","Auburn School District","30.0 - 34.9","44","1172"
"2022-23","17408","Auburn School District","35.0 - 39.9","21","1172"
"2022-23","17408","Auburn School District","40.0 - 44.9","4","1172"
"2022-23","17408","Auburn School District","45.0 - 49.9","0","1172"
"2022-23","17408","Auburn School District","50.0 - 54.9","0","1172"
"2022-23","17408","Auburn School District","55.0 - 59.9","0","1172"
"2022-23","17408","Auburn School District","Not Reported","74","1172"
"2022-23","18303","Bainbridge Island School District","0.0 - 4.9","33","223"
"2022-23","18303","Bainbridge Island School District","5.0 - 9.9","38","223"
"2022-23","18303","Bainbridge Island School District","10.0 - 14.9","37","223"
"2022-23","18303","Bainbridge Island School District","15.0 - 19.9","30","223"
"2022-23","18303","Bainbridge Island School District","20.0 - 24.9","40","223"
"2022-23","18303","Bainbridge Island School District","25.0 - 29.9","20","223"
"2022-23","18303","Bainbridge Island School District","30.0 - 34.9","16","223"
"2022-23","18303","Bainbridge Island School District","35.0 - 39.9","4","223"
"2022-23","18303","Bainbridge Island School District","40.0 - 44.9","1","223"
"2022-23","18303","Bainbridge Island School District","45.0 - 49.9","0","223"
"2022-23","18303","Bainbridge Island School District","50.0 - 54.9","0","223"
"2022-23","18303","Bainbridge Island School District","55.0 - 59.9","0","223"
"2022-23","18303","Bainbridge Island School District","Not Reported","4","223"
"2022-23","06119","Battle Ground School District","0.0 - 4.9","130","753"
"2022-23","06119","Battle Ground School District","5.0 - 9.9","160","753"
"2022-23","06119","Battle Ground School District","10.0 - 14.9","96","753"
"2022-23","06119","Battle Ground School District","15.0 - 19.9","128","753"
"2022-23","06119","Battle Ground School District","20.0 - 24.9","91","753"
"2022-23","06119","Battle Ground School District","25.0 - 29.9","62","753"
"2022-23","06119","Battle Ground School District","30.0 - 34.9","28","753"
"2022-23","06119","Battle Ground School District","35.0 - 39.9","11","753"
"2022-23","06119","Battle Ground School District","40.0 - 44.9","3","753"
"2022-23","06119","Battle Ground School District","45.0 - 49.9","1","753"
"2022-23","06119","Battle Ground School District","50.0 - 54.9","0","753"
"2022-23","06119","Battle Ground School District","55.0 - 59.9","0","753"
"2022-23","06119","Battle Ground School District","Not Reported","43","753"
"2022-23","17405","Bellevue School District","0.0 - 4.9","191","1183"
"2022-23","17405","Bellevue School District","5.0 - 9.9","264","1183"
"2022-23","17405","Bellevue School District","10.0 - 14.9","193","1183"
"2022-23","17405","Bellevue School District","15.0 - 19.9","205","1183"
"2022-23","17405","Bellevue School District","20.0 - 24.9","129","1183"
"2022-23","17405","Bellevue School District","25.0 - 29.9","59","1183"
"2022-23","17405","Bellevue School District","30.0 - 34.9","28","1183"
"2022-23","17405","Bellevue School District","35.0 - 39.9","10","1183"
"2022-23","17405","Bellevue School District","40.0 - 44.9","2","1183"
"2022-23","17405","Bellevue School District","45.0 - 49.9","1","1183"
"2022-23","17405","Bellevue School District","50.0 - 54.9","0","1183"
"2022-23","17405","Bellevue School District","55.0 - 59.9","0","1183"
"2022-23","17405","Bellevue School District","Not Reported","101","1183"
"2022-23","37501","Bellingham School District","0.0 - 4.9","133","841"
"2022-23","37501","Bellingham School District","5.0 - 9.9","165","841"
"2022-23","37501","Bellingham School District","10.0 - 14.9","134","841"
"2022-23","37501","Bellingham School District","15.0 - 19.9","148","841"
"2022-23","37501","Bellingham School District","20.0 - 24.9","102","841"
"2022-23","37501","Bellingham School District","25.0 - 29.9","52","841"
"2022-23","37501","Bellingham School District","30.0 - 34.9","31","841"
"2022-23","37501","Bellingham School District","35.0 - 39.9","12","841"
"2022-23","37501","Bellingham School District","40.0 - 44.9","1","841"
"2022-23","37501","Bellingham School District","45.0 - 49.9","0","841"
"2022-23","37501","Bellingham School District","50.0 - 54.9","0","841"
"2022-23","37501","Bellingham School District","55.0 - 59.9","0","841"
"2022-23","37501","Bellingham School District","Not Reported","63","841"
"2022-23","01122","Benge School District","0.0 - 4.9","1","2"
"2022-23","01122","Benge School District","5.0 - 9.9","0","2"
"2022-23","01122","Benge School District","10.0 - 14.9","0","2"
"2022-23","01122","Benge School District","15.0 - 19.9","1","2"
"2022-23","01122","Benge School District","20.0 - 24.9","0","2"
"2022-23","01122","Benge School District","25.0 - 29.9","0","2"
"2022-23","01122","Benge School District","30.0 - 34.9","0","2"
"2022-23","01122","Benge School District","35.0 - 39.9","0","2"
"2022-23","01122","Benge School District","40.0 - 44.9","0","2"
"2022-23","01122","Benge School District","45.0 - 49.9","0","2"
"2022-23","01122","Benge School District","50.0 - 54.9","0","2"
"2022-23","01122","Benge School District","55.0 - 59.9","0","2"
"2022-23","01122","Benge School District","Not Reported","0","2"
"2022-23","27403","Bethel School District","0.0 - 4.9","355","1130"
"2022-23","27403","Bethel School District","5.0 - 9.9","226","1130"
"2022-23","27403","Bethel School District","10.0 - 14.9","141","1130"
"2022-23","27403","Bethel School District","15.0 - 19.9","162","1130"
"2022-23","27403","Bethel School District","20.0 - 24.9","124","1130"
"2022-23","27403","Bethel School District","25.0 - 29.9","74","1130"
"2022-23","27403","Bethel School District","30.0 - 34.9","28","1130"
"2022-23","27403","Bethel School District","35.0 - 39.9","15","1130"
"2022-23","27403","Bethel School District","40.0 - 44.9","3","1130"
"2022-23","27403","Bethel School District","45.0 - 49.9","0","1130"
"2022-23","27403","Bethel School District","50.0 - 54.9","0","1130"
"2022-23","27403","Bethel School District","55.0 - 59.9","0","1130"
"2022-23","27403","Bethel School District","Not Reported","2","1130"
"2022-23","20203","Bickleton School District","0.0 - 4.9","3","13"
"2022-23","20203","Bickleton School District","5.0 - 9.9","1","13"
"2022-23","20203","Bickleton School District","10.0 - 14.9","0","13"
"2022-23","20203","Bickleton School District","15.0 - 19.9","2","13"
"2022-23","20203","Bickleton School District","20.0 - 24.9","1","13"
"2022-23","20203","Bickleton School District","25.0 - 29.9","3","13"
"2022-23","20203","Bickleton School District","30.0 - 34.9","2","13"
"2022-23","20203","Bickleton School District","35.0 - 39.9","0","13"
"2022-23","20203","Bickleton School District","40.0 - 44.9","0","13"
"2022-23","20203","Bickleton School District","45.0 - 49.9","0","13"
"2022-23","20203","Bickleton School District","50.0 - 54.9","0","13"
"2022-23","20203","Bickleton School District","55.0 - 59.9","0","13"
"2022-23","20203","Bickleton School District","Not Reported","1","13"
"2022-23","37503","Blaine School District","0.0 - 4.9","29","135"
"2022-23","37503","Blaine School District","5.0 - 9.9","30","135"
"2022-23","37503","Blaine School District","10.0 - 14.9","14","135"
"2022-23","37503","Blaine School District","15.0 - 19.9","11","135"
"2022-23","37503","Blaine School District","20.0 - 24.9","24","135"
"2022-23","37503","Blaine School District","25.0 - 29.9","11","135"
"2022-23","37503","Blaine School District","30.0 - 34.9","11","135"
"2022-23","37503","Blaine School District","35.0 - 39.9","2","135"
"2022-23","37503","Blaine School District","40.0 - 44.9","2","135"
"2022-23","37503","Blaine School District","45.0 - 49.9","0","135"
"2022-23","37503","Blaine School District","50.0 - 54.9","0","135"
"2022-23","37503","Blaine School District","55.0 - 59.9","0","135"
"2022-23","37503","Blaine School District","Not Reported","1","135"
"2022-23","21234","Boistfort School District","0.0 - 4.9","4","7"
"2022-23","21234","Boistfort School District","5.0 - 9.9","1","7"
"2022-23","21234","Boistfort School District","10.0 - 14.9","2","7"
"2022-23","21234","Boistfort School District","15.0 - 19.9","0","7"
"2022-23","21234","Boistfort School District","20.0 - 24.9","0","7"
"2022-23","21234","Boistfort School District","25.0 - 29.9","0","7"
"2022-23","21234","Boistfort School District","30.0 - 34.9","0","7"
"2022-23","21234","Boistfort School District","35.0 - 39.9","0","7"
"2022-23","21234","Boistfort School District","40.0 - 44.9","0","7"
"2022-23","21234","Boistfort School District","45.0 - 49.9","0","7"
"2022-23","21234","Boistfort School District","50.0 - 54.9","0","7"
"2022-23","21234","Boistfort School District","55.0 - 59.9","0","7"
"2022-23","21234","Boistfort School District","Not Reported","0","7"
"2022-23","18100","Bremerton School District","0.0 - 4.9","63","321"
"2022-23","18100","Bremerton School District","5.0 - 9.9","71","321"
"2022-23","18100","Bremerton School District","10.0 - 14.9","41","321"
"2022-23","18100","Bremerton School District","15.0 - 19.9","38","321"
"2022-23","18100","Bremerton School District","20.0 - 24.9","41","321"
"2022-23","18100","Bremerton School District","25.0 - 29.9","31","321"
"2022-23","18100","Bremerton School District","30.0 - 34.9","13","321"
"2022-23","18100","Bremerton School District","35.0 - 39.9","9","321"
"2022-23","18100","Bremerton School District","40.0 - 44.9","1","321"
"2022-23","18100","Bremerton School District","45.0 - 49.9","0","321"
"2022-23","18100","Bremerton School District","50.0 - 54.9","0","321"
