year,districtid,enrollment,pctfemale,pctblack,pcthispanic,pcttwomoreraces,pctwhite,pctesl,pcthighlycapable,pctfrpl,pctsection504,pctdisabilities,districtnumber,nces_lea
2016,9102,32,0.4375,0,0.625,0,0.375,0.40625,0,0.8125,0,0.15625,100193,5306510
2017,9102,28,0.32142857142857145,0,0.75,0,0.25,0.5357142857142857,0,0.8214285714285714,0,0.25,100193,5306510
2018,9102,25,0.44,0,0.6,0,0.36,0.56,0.08,0.64,0,0.16,100193,5306510
2019,9102,26,0.38461538461538464,0.038461538461538464,0.6538461538461539,0,0.3076923076923077,0.5769230769230769,0.07692307692307693,0.7692307692307693,0,0.23076923076923078,100193,5306510
2020,9102,31,0.3225806451612903,0,0.6774193548387096,0,0.3225806451612903,0.3548387096774194,0,0.9032258064516129,0,0.0967741935483871,100193,5306510
2021,9102,30,0.3333333333333333,0,0.7666666666666667,0,0.23333333333333334,0.36666666666666664,0,0.7333333333333333,0,0.2,100193,5306510
2022,9102,24,0.3333333333333333,0,0.6666666666666666,0,0.3333333333333333,0.2916666666666667,0,0.7916666666666666,0,0.25,100193,5306510
2023,9102,26,0.3076923076923077,0,0.5769230769230769,0,0.4230769230769231,0.07692307692307693,0,0.5384615384615384,0,0.15384615384615385,100193,5306510
2024,9102,26,0.34615384615384615,0,0.6153846153846154,0,0.34615384615384615,0.38461538461538464,0,0.6538461538461539,0.038461538461538464,0.15384615384615385,100193,5306510
2025,9102,32,0.375,0,0.5625,0,0.4375,0.21875,0.03125,0.75,0.03125,0.09375,100193,5306510
2015,9206,5898,0.47931502204136994,0.003051881993896236,0.44014920311970157,0.024754153950491693,0.5211936249576128,0.1939640556120719,0,0.5695150898609698,0.022550016954899967,0.12360122075279756,100072,5302310
2016,9206,6029,0.4839940288605075,0.0031514347321280477,0.4571239011444684,0.028197047603250952,0.5014098523801626,0.18361253939293415,0,0.5546525128545364,0.026870127716039145,0.12572565931331897,100072,5302310
2017,9206,6164,0.48783257624918885,0.003244646333549643,0.4552238805970149,0.029039584685269307,0.5006489292667099,0.18608046722907204,0,0.5559701492537313,0.02871512005191434,0.11810512654120701,100072,5302310
2018,9206,6308,0.4901712111604312,0.0025364616360177552,0.4662333544705136,0.028852251109701965,0.4901712111604312,0.18325935320228282,0.06119213696892835,0.5818008877615726,0.030437539632213063,0.12285986049461002,100072,5302310
2019,9206,6346,0.4899149070280492,0.0029940119760479044,0.47053261897258114,0.029309801449732116,0.48550267885282067,0.17223447841159786,0.058146864166404036,0.5884021430822566,0.039079735266309486,0.13110620863536085,100072,5302310
2020,9206,6335,0.48697711128650356,0.0033149171270718232,0.481767955801105,0.02888713496448303,0.47513812154696133,0.17016574585635358,0.055406471981057616,0.5808997632202052,0.039147592738752957,0.13228097868981847,100072,5302310
2021,9206,6074,0.48962792229173524,0.0032927230819888046,0.49654264076391175,0.02601251234771156,0.4621336845571287,0.1702337833388212,0.052189660849522555,0.5747448139611459,0.03868949621336846,0.12858083635166281,100072,5302310
2022,9206,5988,0.4861389445557782,0.003674014696058784,0.509686038744155,0.023380093520374082,0.45357381429525717,0.1736806947227789,0.045090180360721446,0.6088844355377422,0.041082164328657314,0.12992651970607882,100072,5302310
2023,9206,6061,0.48424352417092886,0.0032997855139415937,0.5210361326513777,0.013859099158554693,0.4528955617884837,0.18099323543969642,0.04471209371390859,0.6588021778584392,0.043557168784029036,0.11994720343177694,100072,5302310
2024,9206,6111,0.48273604974635903,0.003272786777941417,0.5301914580265096,0.015873015873015872,0.4396989036164294,0.1994763541155294,0.04025527736867943,0.6668303060055637,0.051219113074783176,0.13942071674030437,100072,5302310
2025,9206,5997,0.4777388694347174,0.00400200100050025,0.5449391362347841,0.016841754210438552,0.4227113556778389,0.20760380190095049,0.04402201100550275,0.6053026513256629,0.05719526429881607,0.1469067867266967,100072,5302310
2015,9207,92,0.5434782608695652,0.010869565217391304,0.1956521739130435,0.010869565217391304,0.7065217391304348,0.09782608695652174,0,0.6630434782608695,0.010869565217391304,0.1956521739130435,100138,5304710
2016,9207,106,0.5566037735849056,0.009433962264150943,0.27358490566037735,0.009433962264150943,0.6132075471698113,0.14150943396226415,0,0.6886792452830188,0,0.18867924528301888,100138,5304710
2017,9207,109,0.47706422018348627,0.01834862385321101,0.22935779816513763,0.03669724770642202,0.6330275229357798,0.13761467889908258,0,0.7247706422018348,0,0.1743119266055046,100138,5304710
2018,9207,89,0.48314606741573035,0.02247191011235955,0.1797752808988764,0,0.7415730337078652,0.07865168539325842,0,0.6853932584269663,0.02247191011235955,0.1797752808988764,100138,5304710
2019,9207,102,0.45098039215686275,0.049019607843137254,0.20588235294117646,0.0196078431372549,0.6862745098039216,0.09803921568627451,0,0.7352941176470589,0.0196078431372549,0.14705882352941177,100138,5304710
2020,9207,102,0.49019607843137253,0.0196078431372549,0.3235294117647059,0.0196078431372549,0.6176470588235294,0.06862745098039216,0,0.7156862745098039,0.0196078431372549,0.11764705882352941,100138,5304710
2021,9207,98,0.5,0.02040816326530612,0.3163265306122449,0.01020408163265306,0.6428571428571429,0.07142857142857142,0,0.6020408163265306,0.02040816326530612,0.11224489795918367,100138,5304710
2022,9207,98,0.4897959183673469,0.02040816326530612,0.2857142857142857,0.02040816326530612,0.673469387755102,0.05102040816326531,0,0.6326530612244898,0.01020408163265306,0.10204081632653061,100138,5304710
2023,9207,103,0.49514563106796117,0.019417475728155338,0.27184466019417475,0.009708737864077669,0.6796116504854369,0.038834951456310676,0,0.6893203883495146,0.009708737864077669,0.0970873786407767,100138,5304710
2024,9207,109,0.4954128440366973,0.01834862385321101,0.23853211009174313,0.009174311926605505,0.7064220183486238,0.01834862385321101,0,0.6146788990825688,0.009174311926605505,0.12844036697247707,100138,5304710
2025,9207,107,0.5233644859813084,0.018691588785046728,0.21495327102803738,0.009345794392523364,0.7383177570093458,0.04672897196261682,0,0.6635514018691588,0.009345794392523364,0.12149532710280374,100138,5304710
2015,9209,267,0.50187265917603,0.003745318352059925,0.2209737827715356,0.033707865168539325,0.7078651685393258,0.06741573033707865,0,0.5917602996254682,0.00749063670411985,0.1647940074906367,100288,5309600
2016,9209,280,0.5107142857142857,0.0035714285714285713,0.225,0.03571428571428571,0.7178571428571429,0.07857142857142857,0,0.6,0.014285714285714285,0.17857142857142858,100288,5309600
2017,9209,278,0.5143884892086331,0,0.23381294964028776,0.02877697841726619,0.7050359712230215,0.07553956834532374,0,0.579136690647482,0.014388489208633094,0.1906474820143885,100288,5309600
2018,9209,286,0.4965034965034965,0,0.21678321678321677,0.02097902097902098,0.7202797202797203,0.06643356643356643,0.07342657342657342,0.548951048951049,0.013986013986013986,0.1993006993006993,100288,5309600
2019,9209,285,0.4982456140350877,0,0.2,0.021052631578947368,0.7403508771929824,0.056140350877192984,0.05263157894736842,0.5754385964912281,0.007017543859649123,0.18596491228070175,100288,5309600
2020,9209,272,0.5220588235294118,0,0.2536764705882353,0.01838235294117647,0.6948529411764706,0.07352941176470588,0.05514705882352941,0.5698529411764706,0.003676470588235294,0.18382352941176472,100288,5309600
2021,9209,269,0.5204460966542751,0.0037174721189591076,0.26022304832713755,0.01858736059479554,0.6914498141263941,0.05947955390334572,0.01486988847583643,0.5315985130111525,0.0037174721189591076,0.18215613382899629,100288,5309600
2022,9209,256,0.48828125,0.00390625,0.2421875,0.015625,0.7109375,0.05078125,0.046875,0.51953125,0.015625,0.18359375,100288,5309600
2023,9209,266,0.518796992481203,0.0037593984962406013,0.21428571428571427,0.015037593984962405,0.7330827067669173,0.04887218045112782,0.04887218045112782,0.5526315789473685,0.041353383458646614,0.19172932330827067,100288,5309600
2024,9209,265,0.49056603773584906,0.0037735849056603774,0.2339622641509434,0.01509433962264151,0.720754716981132,0.07169811320754717,0.04905660377358491,0.5584905660377358,0.06792452830188679,0.1811320754716981,100288,5309600
2025,9209,257,0.490272373540856,0.0038910505836575876,0.2178988326848249,0.01556420233463035,0.7354085603112841,0.08560311284046693,0.042801556420233464,0.5758754863813229,0.06614785992217899,0.19066147859922178,100288,5309600
2015,10003,40,0.375,0,0,0.025,0.05,0,0,0.85,0,0.1,100114,5303870
2016,10003,32,0.5625,0,0,0.03125,0,0,0,0.84375,0,0.09375,100114,5303870
2017,10003,28,0.5,0,0,0.03571428571428571,0,0,0,0.6428571428571429,0,0.10714285714285714,100114,5303870
2018,10003,27,0.5185185185185185,0,0,0.037037037037037035,0,0,0,0.6666666666666666,0,0.07407407407407407,100114,5303870
2019,10003,32,0.5,0,0,0.03125,0,0,0,0.59375,0,0.03125,100114,5303870
2020,10003,40,0.4,0,0,0,0.025,0,0,0.725,0,0.1,100114,5303870
2021,10003,36,0.4444444444444444,0,0.027777777777777776,0,0.05555555555555555,0,0,0.8888888888888888,0,0.08333333333333333,100114,5303870
2022,10003,33,0.45454545454545453,0,0.12121212121212122,0,0,0,0,0.9393939393939394,0,0.15151515151515152,100114,5303870
2023,10003,30,0.4666666666666667,0,0.06666666666666667,0,0,0,0,0,0,0.16666666666666666,100114,5303870
2024,10003,44,0.4772727272727273,0,0.045454545454545456,0,0.06818181818181818,0,0,0.9318181818181818,0,0.13636363636363635,100114,5303870
2025,10003,40,0.425,0,0.075,0,0.05,0,0,0.8,0,0.125,100114,5303870
2015,10050,205,0.4926829268292683,0.01951219512195122,0.03414634146341464,0.06341463414634146,0.8634146341463415,0,0,0.6,0.05853658536585366,0.16585365853658537,100061,5301890
2016,10050,190,0.4842105263157895,0.015789473684210527,0.03684210526315789,0.07368421052631578,0.8473684210526315,0,0,0.6052631578947368,0.02631578947368421,0.16842105263157894,100061,5301890
2017,10050,198,0.494949494949495,0.025252525252525252,0.05555555555555555,0.050505050505050504,0.8434343434343434,0,0,0.6161616161616161,0.030303030303030304,0.13131313131313133,100061,5301890
2018,10050,192,0.5,0.041666666666666664,0.06770833333333333,0.041666666666666664,0.828125,0,0,0.6510416666666666,0.026041666666666668,0.13541666666666666,100061,5301890
2019,10050,232,0.40086206896551724,0.03879310344827586,0.09051724137931035,0.05172413793103448,0.771551724137931,0,0,0.5603448275862069,0.021551724137931036,0.10775862068965517,100061,5301890
2020,10050,212,0.41037735849056606,0.02358490566037736,0.08490566037735849,0.09433962264150944,0.7594339622641509,0,0,0.5801886792452831,0.02358490566037736,0.11320754716981132,100061,5301890
2021,10050,287,0.42160278745644597,0.006968641114982578,0.10104529616724739,0.09407665505226481,0.7526132404181185,0,0,0.6062717770034843,0.013937282229965157,0.10801393728222997,100061,5301890
2022,10050,260,0.4846153846153846,0.011538461538461539,0.10384615384615385,0.09615384615384616,0.6923076923076923,0,0,0.49615384615384617,0.011538461538461539,0.11538461538461539,100061,5301890
2023,10050,248,0.46774193548387094,0.020161290322580645,0.14516129032258066,0.06451612903225806,0.7258064516129032,0,0,0.6169354838709677,0.024193548387096774,0.12903225806451613,100061,5301890
2024,10050,263,0.5019011406844106,0.015209125475285171,0.1596958174904943,0.06463878326996197,0.6958174904942965,0,0,0.5209125475285171,0.019011406844106463,0.14068441064638784,100061,5301890
2025,10050,292,0.4691780821917808,0.0136986301369863,0.13013698630136986,0.09931506849315068,0.7123287671232876,0,0,0.5376712328767124,0.0136986301369863,0.10616438356164383,100061,5301890
2015,10065,88,0.5340909090909091,0.022727272727272728,0,0.011363636363636364,0.8863636363636364,0,0.011363636363636364,0.45454545454545453,0,0.13636363636363635,100188,5306360
2016,10065,85,0.5294117647058824,0.023529411764705882,0.011764705882352941,0.03529411764705882,0.788235294117647,0,0,0.4,0,0.11764705882352941,100188,5306360
2017,10065,76,0.5,0.013157894736842105,0.05263157894736842,0.013157894736842105,0.8289473684210527,0,0,0.35526315789473684,0,0.11842105263157894,100188,5306360
2018,10065,97,0.4536082474226804,0.010309278350515464,0.07216494845360824,0,0.8350515463917526,0,0.010309278350515464,0.38144329896907214,0,0.10309278350515463,100188,5306360
2019,10065,47,0.44680851063829785,0,0,0,0.9361702127659575,0,0,0.6170212765957447,0,0.2765957446808511,100188,5306360
2020,10065,46,0.45652173913043476,0,0,0,0.9565217391304348,0,0.021739130434782608,0.6304347826086957,0,0.2826086956521739,100188,5306360
2021,10065,50,0.46,0,0,0.04,0.96,0,0.02,0.6,0,0.24,100188,5306360
2022,10065,34,0.38235294117647056,0.029411764705882353,0.11764705882352941,0.058823529411764705,0.7941176470588235,0,0.08823529411764706,0.7352941176470589,0,0.23529411764705882,100188,5306360
2023,10065,41,0.4634146341463415,0.024390243902439025,0.12195121951219512,0.04878048780487805,0.8048780487804879,0,0.0975609756097561,0.6585365853658537,0,0.21951219512195122,100188,5306360
2024,10065,34,0.4117647058823529,0,0.08823529411764706,0.11764705882352941,0.7941176470588235,0,0.08823529411764706,0.4117647058823529,0.029411764705882353,0.20588235294117646,100188,5306360
2025,10065,43,0.37209302325581395,0,0.06976744186046512,0.11627906976744186,0.813953488372093,0,0.06976744186046512,0.7674418604651163,0.023255813953488372,0.18604651162790697,100188,5306360
2015,10070,232,0.5086206896551724,0,0.004310344827586207,0.16810344827586207,0.034482758620689655,0,0,0.8620689655172413,0.004310344827586207,0.15948275862068967,100109,5300002
2016,10070,213,0.5258215962441315,0,0.009389671361502348,0.1596244131455399,0.03286384976525822,0,0,0.8544600938967136,0.018779342723004695,0.15023474178403756,100109,5300002
2017,10070,223,0.5381165919282511,0,0.017937219730941704,0.14349775784753363,0.03139013452914798,0.3542600896860987,0,0.8161434977578476,0.013452914798206279,0.13901345291479822,100109,5300002
2018,10070,228,0.543859649122807,0,0.013157894736842105,0.13157894736842105,0.017543859649122806,0.4517543859649123,0.017543859649122806,0.8596491228070176,0.008771929824561403,0.12280701754385964,100109,5300002
2019,10070,223,0.5291479820627802,0,0.013452914798206279,0.13452914798206278,0.02242152466367713,0.4125560538116592,0.05829596412556054,0.7847533632286996,0.017937219730941704,0.14798206278026907,100109,5300002
2020,10070,210,0.5571428571428572,0,0.004761904761904762,0.1523809523809524,0.03333333333333333,0.5047619047619047,0.01904761904761905,0.7380952380952381,0.014285714285714285,0.11904761904761904,100109,5300002
2021,10070,228,0.5131578947368421,0,0.008771929824561403,0.13596491228070176,0.04824561403508772,0.43859649122807015,0.0043859649122807015,0.8245614035087719,0.0043859649122807015,0.11403508771929824,100109,5300002
2022,10070,233,0.5150214592274678,0,0.09012875536480687,0.12017167381974249,0.0815450643776824,0,0.004291845493562232,0.8369098712446352,0.012875536480686695,0.13733905579399142,100109,5300002
2023,10070,201,0.5223880597014925,0,0.1044776119402985,0.12437810945273632,0.06467661691542288,0.31343283582089554,0.004975124378109453,0.8507462686567164,0.014925373134328358,0.13930348258706468,100109,5300002
2024,10070,191,0.5235602094240838,0,0.09424083769633508,0.11518324607329843,0.07329842931937172,0.2617801047120419,0.005235602094240838,0.8795811518324608,0.010471204188481676,0.13612565445026178,100109,5300002
2025,10070,191,0.5549738219895288,0,0.020942408376963352,0.12041884816753927,0.05235602094240838,0.21465968586387435,0.005235602094240838,0.8115183246073299,0.005235602094240838,0.14136125654450263,100109,5300002
2015,10309,329,0.47720364741641336,0,0.0547112462006079,0.09422492401215805,0.817629179331307,0,0,0.7021276595744681,0.057750759878419454,0.1337386018237082,100217,5307260
2016,10309,353,0.44192634560906513,0.0084985835694051,0.036827195467422094,0.09915014164305949,0.8186968838526912,0,0,0.6515580736543909,0.042492917847025496,0.13031161473087818,100217,5307260
2017,10309,399,0.45112781954887216,0.005012531328320802,0.047619047619047616,0.08771929824561403,0.8020050125313283,0,0,0.5939849624060151,0.040100250626566414,0.11528822055137844,100217,5307260
2018,10309,405,0.4271604938271605,0.007407407407407408,0.05432098765432099,0.07407407407407407,0.7975308641975308,0,0,0.6024691358024692,0.024691358024691357,0.11358024691358025,100217,5307260
2019,10309,379,0.41952506596306066,0.005277044854881266,0.026385224274406333,0.08179419525065963,0.8232189973614775,0,0,0.5672823218997362,0.0158311345646438,0.11345646437994723,100217,5307260
2020,10309,349,0.40974212034383956,0.0057306590257879654,0.03151862464183381,0.0830945558739255,0.8223495702005731,0,0,0.7020057306590258,0.011461318051575931,0.14613180515759314,100217,5307260
2021,10309,407,0.43734643734643736,0,0.056511056511056514,0.0687960687960688,0.8255528255528255,0,0,0.6093366093366094,0.012285012285012284,0.1375921375921376,100217,5307260
2022,10309,370,0.44594594594594594,0,0.051351351351351354,0.062162162162162166,0.8594594594594595,0,0,0.7675675675675676,0.008108108108108109,0.17567567567567569,100217,5307260
2023,10309,391,0.4296675191815857,0.005115089514066497,0.04859335038363171,0.06649616368286446,0.8465473145780051,0,0.01278772378516624,0.6726342710997443,0.005115089514066497,0.19948849104859334,100217,5307260
2024,10309,433,0.4503464203233256,0,0.04387990762124711,0.06697459584295612,0.8568129330254042,0,0.006928406466512702,0.6581986143187067,0,0.21709006928406466,100217,5307260
2025,10309,562,0.45907473309608543,0.0035587188612099642,0.05871886120996441,0.0693950177935943,0.8451957295373665,0,0.005338078291814947,0.5106761565836299,0,0.1708185053380783,100217,5307260
2015,11001,17182,0.4847514841112792,0.015888720754277733,0.6977069025724596,0.02258177162146432,0.24997089977883832,0.3577581189617041,0.03393085787451985,0.7519497148178326,0.011174484926085438,0.1376440460947503,100195,5306570
2016,11001,17514,0.48475505310037686,0.01176201895626356,0.7036085417380381,0.02283887175973507,0.24848692474591755,0.3498344181797419,0,0.7444330250085646,0.012789768185451638,0.1365764531232157,100195,5306570
2017,11001,16744,0.48841376015289056,0.011705685618729096,0.7032369804108934,0.024904443382704252,0.24713330148112758,0.29759913999044435,0.03404204491161013,0.7295150501672241,0.012243191591017678,0.13425704730052557,100195,5306570
2018,11001,18405,0.4878565607171964,0.012007606628633524,0.7096441184460744,0.02559087204563977,0.24015213257267046,0.37549578918772075,0.03048084759576202,0.7582722086389568,0.013094267861994023,0.1406139635968487,100195,5306570
2019,11001,18776,0.4888687686408181,0.009426927993182786,0.707019599488709,0.025884107371112058,0.24371538133787815,0.3516723476778867,0.04074350234341713,0.7322645930975714,0.01613762249680443,0.14124414145717937,100195,5306570
2020,11001,19226,0.49048163944658274,0.009882450847810257,0.7079475709976074,0.025538333506709664,0.23988349110579424,0.34032039945906584,0.06725267866430874,0.7281805887860189,0.018256527618849473,0.1383543118693436,100195,5306570
2021,11001,18677,0.4923702950152594,0.008780853456122504,0.7311666755902982,0.023290678374471276,0.21770091556459817,0.3406328639503132,0.11736360229158858,0.728114793596402,0.0172404561760454,0.1358890614124324,100195,5306570
2022,11001,18749,0.48786601952104114,0.008587124646647822,0.7257987092644941,0.025334684516507548,0.22033175102672142,0.34497839884793857,0.11883300442690277,0.7472931889700785,0.01984105818977012,0.13878073497253188,100195,5306570
2023,11001,18798,0.487871050111714,0.007553995105862326,0.7370464943079051,0.025215448451962975,0.21246941163953612,0.35019682944994146,0.13246090009575487,0.7464623896159166,0.023938716884774978,0.14118523247153952,100195,5306570
2024,11001,18884,0.48734378309680154,0.007360728659182377,0.7385617453929252,0.024147426392713407,0.21203134929040457,0.35855750900233,0.12312010167337428,0.7400444821012497,0.026530396102520653,0.14816776106757043,100195,5306570
2025,11001,19001,0.489921583074575,0.007683806115467607,0.744487132256197,0.02410399452660386,0.20551549918425346,0.3678753749802642,0.16083364033471922,0.7118046418609547,0.027945897584337666,0.1527288037471712,100195,5306570
2015,11051,2156,0.47031539888682744,0.0027829313543599257,0.7082560296846011,0.00927643784786642,0.2662337662337662,0.3460111317254174,0,0.7769016697588126,0.012059369202226345,0.1590909090909091,100168,5305730
2016,11051,2149,0.47650069799906936,0.002791996277338297,0.711493718008376,0.010702652396463471,0.2610516519311308,0.3057235923685435,0.009771986970684038,0.7682643089809214,0.015355979525360632,0.15728245695672405,100168,5305730
2017,11051,2197,0.4715521165225307,0.002275830678197542,0.7150659990896677,0.010013654984069186,0.26172052799271733,0.3513882567137005,0.015475648611743286,0.7678652708238507,0.01456531634046427,0.1570323167956304,100168,5305730
2018,11051,2233,0.4872369010300045,0.0026869682042095834,0.7133900582176445,0.010300044782803403,0.26153157187639947,0.34169278996865204,0.020152261531571878,0.7630989699955217,0.01701746529332736,0.16480071652485445,100168,5305730
2019,11051,2224,0.4797661870503597,0.0049460431654676255,0.7153776978417267,0.011690647482014389,0.2567446043165468,0.35026978417266186,0.022032374100719423,0.7589928057553957,0.017985611510791366,0.15692446043165467,100168,5305730
2020,11051,2168,0.48154981549815495,0.0036900369003690036,0.7200184501845018,0.009686346863468635,0.253690036900369,0.3643911439114391,0.031826568265682656,0.7629151291512916,0.019833948339483393,0.16282287822878228,100168,5305730
2021,11051,2071,0.4780299372283921,0.0014485755673587638,0.7339449541284404,0.008208594881699663,0.24529212940608403,0.374215354901014,0.028488652824722356,0.7759536455818445,0.020280057943022695,0.16030902945436987,100168,5305730
2022,11051,2108,0.49146110056925996,9.487666034155598e-4,0.7286527514231499,0.009013282732447819,0.24810246679316889,0.34629981024667933,0.03225806451612903,0.7893738140417458,0.020872865275142316,0.16366223908918406,100168,5305730
2023,11051,2091,0.49019607843137253,0.0014347202295552368,0.7302725968436155,0.009086561453849833,0.2458153993304639,0.3562888570062171,0.031085604973696796,0.7828790052606408,0.030607364897178385,0.16355810616929697,100168,5305730
2024,11051,2075,0.49301204819277106,9.638554216867469e-4,0.7267469879518073,0.00963855421686747,0.24963855421686748,0.3619277108433735,0.04481927710843373,0.7821686746987951,0.03614457831325301,0.16626506024096385,100168,5305730
2025,11051,2119,0.49598867390278434,9.438414346389807e-4,0.729589428975932,0.008966493629070316,0.2487022180273714,0.3624351109013686,0.0438886267107126,0.7630957999056158,0.03633789523360075,0.14865502595563945,100168,5305730
2017,11054,15,0.6666666666666666,0,0.6,0,0.4,0,0,0,0,0.26666666666666666,100251,5308370
2018,11054,10,0.5,0,0.5,0,0.5,0,0,0,0,0.3,100251,5308370
2019,11054,11,0.45454545454545453,0,0.5454545454545454,0,0.45454545454545453,0.18181818181818182,0,0,0,0.2727272727272727,100251,5308370
2020,11054,15,0.3333333333333333,0.2,0.2,0,0.6,0.13333333333333333,0,0,0,0,100251,5308370
2021,11054,15,0.4666666666666667,0.13333333333333333,0.4,0,0.4666666666666667,0.13333333333333333,0,0,0,0,100251,5308370
2022,11054,13,0.5384615384615384,0.07692307692307693,0.6153846153846154,0,0.3076923076923077,0.3076923076923077,0,0,0,0,100251,5308370
2015,11056,52,0.5384615384615384,0,0.2692307692307692,0.038461538461538464,0.6923076923076923,0,0,0.75,0,0.1346153846153846,100112,5303780
2016,11056,50,0.58,0,0.3,0.04,0.66,0,0,0.84,0,0.1,100112,5303780
2017,11056,57,0.5964912280701754,0,0.17543859649122806,0.07017543859649122,0.7543859649122807,0,0,0.5964912280701754,0,0.15789473684210525,100112,5303780
2018,11056,53,0.5660377358490566,0,0.18867924528301888,0.03773584905660377,0.7735849056603774,0,0,0.6037735849056604,0.018867924528301886,0.11320754716981132,100112,5303780
2019,11056,49,0.5918367346938775,0,0.24489795918367346,0.04081632653061224,0.7142857142857143,0,0,0.7551020408163265,0.02040816326530612,0.12244897959183673,100112,5303780
2020,11056,47,0.5957446808510638,0,0.1702127659574468,0.0425531914893617,0.7872340425531915,0.02127659574468085,0,0.7021276595744681,0.02127659574468085,0.14893617021276595,100112,5303780
2021,11056,37,0.5405405405405406,0,0.24324324324324326,0.05405405405405406,0.7027027027027027,0,0,0.02702702702702703,0.02702702702702703,0.1891891891891892,100112,5303780
2022,11056,36,0.5555555555555556,0,0.19444444444444445,0,0.8055555555555556,0,0,0.5833333333333334,0.027777777777777776,0.1388888888888889,100112,5303780
2023,11056,56,0.44642857142857145,0,0.3392857142857143,0.07142857142857142,0.5892857142857143,0,0,0.6428571428571429,0,0.23214285714285715,100112,5303780
2024,11056,48,0.4791666666666667,0,0.375,0.10416666666666667,0.5208333333333334,0,0,0.6875,0.020833333333333332,0.2708333333333333,100112,5303780
2025,11056,59,0.4576271186440678,0,0.4406779661016949,0.0847457627118644,0.4745762711864407,0,0.11864406779661017,0.6949152542372882,0.01694915254237288,0.15254237288135594,100112,5303780
2015,12110,317,0.4889589905362776,0,0.056782334384858045,0.022082018927444796,0.9085173501577287,0.015772870662460567,0,0.4921135646687697,0.00946372239747634,0.21451104100946372,100201,5306780
2016,12110,386,0.5,0,0.04404145077720207,0.02849740932642487,0.9067357512953368,0.012953367875647668,0,0.44041450777202074,0.018134715025906734,0.16580310880829016,100201,5306780
2017,12110,348,0.4885057471264368,0,0.08620689655172414,0.020114942528735632,0.882183908045977,0.020114942528735632,0,0.47126436781609193,0.014367816091954023,0.19827586206896552,100201,5306780
2018,12110,373,0.49865951742627346,0.005361930294906166,0.08847184986595175,0.021447721179624665,0.868632707774799,0.01876675603217158,0.1769436997319035,0.46648793565683644,0.010723860589812333,0.16085790884718498,100201,5306780
2019,12110,382,0.5104712041884817,0.005235602094240838,0.07068062827225131,0.01832460732984293,0.8848167539267016,0.010471204188481676,0.18586387434554974,0.45549738219895286,0.007853403141361256,0.1649214659685864,100201,5306780
2020,12110,362,0.4861878453038674,0.0055248618784530384,0.07458563535911603,0.024861878453038673,0.8812154696132597,0.011049723756906077,0.09392265193370165,0.4281767955801105,0.011049723756906077,0.143646408839779,100201,5306780
2021,12110,362,0.5193370165745856,0.008287292817679558,0.08287292817679558,0.024861878453038673,0.8729281767955801,0.008287292817679558,0,0.4585635359116022,0.008287292817679558,0.1685082872928177,100201,5306780
2022,12110,365,0.5095890410958904,0.00821917808219178,0.1178082191780822,0.010958904109589041,0.8493150684931506,0.00821917808219178,0.010958904109589041,0.5397260273972603,0.00821917808219178,0.1780821917808219,100201,5306780
2023,12110,351,0.5042735042735043,0.005698005698005698,0.1225071225071225,0.008547008547008548,0.8490028490028491,0.008547008547008548,0,0.5213675213675214,0.002849002849002849,0.1908831908831909,100201,5306780
2024,12110,351,0.5156695156695157,0,0.11965811965811966,0.005698005698005698,0.8632478632478633,0,0.014245014245014245,0.4928774928774929,0,0.1794871794871795,100201,5306780
2025,12110,343,0.49854227405247814,0,0.10787172011661808,0.0058309037900874635,0.8833819241982507,0.008746355685131196,0,0.4518950437317784,0,0.16034985422740525,100201,5306780
2015,13073,2430,0.4962962962962963,0,0.9559670781893004,0.00205761316872428,0.03621399176954732,0.5921810699588478,0,0.968724279835391,0.006584362139917695,0.1337448559670782,100281,5309360
2016,13073,2487,0.4937675914756735,4.020908725371934e-4,0.9618013671089666,0.003216726980297547,0.028950542822677925,0.5701648572577402,0,0.8331322878970647,0.008443908323281062,0.13711298753518295,100281,5309360
2017,13073,2589,0.4828118964851294,3.862495171881035e-4,0.9594438006952491,0.0019312475859405175,0.03244495944380069,0.5720355349555813,0,0.981460023174971,0.01429123213595983,0.1336423329470838,100281,5309360
2018,13073,2587,0.48202551217626594,3.8654812524159255e-4,0.9636644762272903,0.001932740626207963,0.027831465017394665,0.568225744105141,7.730962504831851e-4,0.9721685349826054,0.014302280633938926,0.14727483571704678,100281,5309360
2019,13073,2580,0.47713178294573644,7.751937984496124e-4,0.9705426356589147,0.001937984496124031,0.021705426356589147,0.5344961240310078,7.751937984496124e-4,0.9193798449612403,0.014728682170542635,0.14573643410852713,100281,5309360
2020,13073,2583,0.47657762291908634,7.742934572202865e-4,0.9698025551684089,0.001548586914440573,0.022841656987998452,0.5207123499806426,0,0.9330236159504453,0.02013162988772745,0.14169570267131243,100281,5309360
2021,13073,2558,0.47888975762314306,7.818608287724785e-4,0.9718530101641908,0.001563721657544957,0.02111024237685692,0.50312744331509,0.053557466770914774,0.9612978889757623,0.017200938232994525,0.12783424550430023,100281,5309360
2022,13073,2564,0.4824492979719189,0.001170046801872075,0.9781591263650546,0.0015600624024961,0.014040561622464899,0.49726989079563183,0.047971918876755074,0.9672386895475819,0.01638065522620905,0.12870514820592824,100281,5309360
