year,districtid,meantotalsalary,meancertbasesalary,meanexperience,districtfte,districtccddd,districtnumber,nces_lea,name,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted
2025,31332,110060.42307692308,99141.5064102564,11.46153846153846,,31332,100098,5303210,GRANITE FALLS SCHOOL DISTRICT,81017.38789108105,72979.78379868677
2015,31401,51538,29089.86,8.204388,265.156,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,51538,29089.86
2016,31401,54245.53,29745.08,8.21746,271.882,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,53566.64744584932,29372.82046296872
2017,31401,53275.633,28874.656,7.9441034,280.241,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,51510.96092687999,27918.228151190637
2018,31401,60537.429,31570.334,8.3783051,284.753,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,57138.61084351323,29797.84669457526
2019,31401,66717.31,41747.756,8.3893864,291.556,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,61850.02717017659,38702.097594970524
2021,31401,70136.165,43667.373,8.3244168,305.681,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,61343.26402850249,38192.838051098195
2022,31401,75227.862,45940.152,7.9992331,316.825,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,60927.974807783074,37207.496654919225
2023,31401,110891.38461538461,95619.37869822486,15.087869835896251,,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,86252.6861034162,74373.93161666281
2024,31401,119256.22741433022,103096.9937694704,15.130841117990537,,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,90099.13859530867,77890.69411128292
2025,31401,122184.0628742515,102706.84431137725,14.635029940119766,,31401,100250,5308340,STANWOOD-CAMANO SCHOOL DISTRICT,89941.80959192631,75604.29091598174
2015,32081,50129.36,31349.35,8.505773,2182.704,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,50129.36,31349.35
2016,32081,53156.24,32437.91,8.274421,2272.442,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,52490.98990510284,32031.9497081177
2017,32081,55934.74,32959.353,8.2020808,2313.825,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,54081.989163698745,31867.625947461664
2018,32081,58083.465,33408.481,8.0531814,2370.447,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,54822.422390581225,31532.792625400492
2019,32081,64576.445,43206.111,8.1005361,2397.065,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,59865.34645661544,40054.06002231903
2021,32081,72522.072,49770.879,9.2626574,2270.538,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,63430.052250362816,43531.1535985415
2022,32081,73022.84,50350.079,8.4778481,2525.451,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,59142.100248878196,40779.151012983566
2023,32081,97510.32141469102,86235.51301982121,13.58410413412097,,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,75844.73017444609,67075.04520088549
2024,32081,102012.37809187279,90086.82764036121,14.072477398694007,,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,77071.25733739442,68061.39809354102
2025,32081,106874.83626901521,94773.81385108086,14.42910328262612,,32081,100247,5308250,SPOKANE SCHOOL DISTRICT,78672.42214534155,69764.64949006798
2015,32123,41609.55,36346.09,15.81818,6.948,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,41609.55,36346.09
2016,32123,42798.7,36254.7,10.38,6.953,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,42263.07446974287,35800.972599125365
2017,32123,40792.818,33709.636,7.2454545,6.99,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,39441.61966307049,32593.056995781673
2018,32123,39298.583,33462.75,7.2249999,6.99,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,37092.2002772616,31584.014742412866
2019,32123,55498.4,47170.5,9.3699999,7.375,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,51449.57954541825,43729.23168860997
2021,32123,56596.7,46947.4,8.4099999,7.892,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,49501.22823570332,41061.65134138313
2022,32123,67850,59574.875,10.275,7,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,54952.55322699563,48250.42725761402
2023,32123,66278.625,65252.625,6.1999998688697815,,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,51552.33165605114,50754.29620677758
2024,32123,68436.125,71637,7.049999870359898,,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,51704.10002890916,54122.38950950197
2025,32123,73566.5,73351.25,9.125,,32123,100187,5306330,ORCHARD PRAIRIE SCHOOL DISTRICT,54153.577640925054,53995.128379546455
2015,32312,37774,34267.17,12.98333,3.814,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,37774,34267.17
2016,32312,38114.29,28503.43,12.31429,3.81,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,37637.28983897586,28146.709706909398
2017,32312,34559.222,22969.778,9.9999999,3.857,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,33414.501787437635,22208.940005595196
2018,32312,31313.545,19572.182,8.5363637,3.857,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,29555.474876308992,18473.319880439827
2019,32312,44438.667,29539.444,10.888889,4.182,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,41196.69634996419,27384.428628670878
2021,32312,37006.636,27533.273,5.7909091,4.984,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,32367.150997701196,24081.4540573731
2022,32312,47592.222,35046.667,7.9333334,5.13,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,38545.528557789134,28384.728574005767
2023,32312,39754.75,35126.25,8.462499976158142,,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,30921.734675446256,27321.6303119349
2024,32312,44863.142857142855,42255.28571428572,8.842857224600655,,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,33894.50273370907,31924.24350913447
2025,32312,45245.28571428572,39767.142857142855,11.142857142857142,,32312,100100,5303270,GREAT NORTHERN SCHOOL DISTRICT,33305.84019648086,29273.28414797556
2015,32325,44794.38,30966.99,9.284865,98.737,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,44794.38,30966.99
2016,32325,47480.43,32575.9,9.535638,101.667,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,46886.212640697355,32168.212763913318
2017,32325,48118.798,32719.466,9.5751296,103.117,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,46524.93802610344,31635.684829392423
2018,32325,49966.367,33019.837,9.6872449,102.43,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,47161.05137661465,31165.968684584197
2019,32325,54170.025,37957.136,9.4949749,104.061,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,50218.11458014637,35188.017815797546
2021,32325,62617.845,46378.077,11.399405,101.033,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,54767.508299474954,40563.70379739495
2022,32325,56074.355,40564.659,8.9341122,113.1,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,45415.31286377227,32853.81846473732
2023,32325,88544.39639639639,79921.09009009009,16.000900929575568,,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,68870.9231567777,62163.6091973463
2024,32325,93601.23636363636,84945.02727272727,15.45090912790461,,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,70716.56508569156,64176.722265726
2025,32325,95840.34821428571,87647.83035714286,14.14285714285714,,32325,100165,5305640,NINE MILE FALLS SCHOOL DISTRICT,70549.74394806895,64519.08934507097
2015,32326,40596.8,25955.98,7.126054,118.198,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,40596.8,25955.98
2016,32326,42015.58,26459.2,6.851838,124.255,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,41489.75521287889,26128.063235795027
2017,32326,43884.31,27677.217,6.6447654,132.392,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,42430.71082258354,26760.452446464198
2018,32326,44033.44,28054.507,6.1826241,134.165,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,41561.2230949086,26479.412561105262
2019,32326,48477.823,33458.41,6.5159722,139.482,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,44941.180477765236,31017.491076467384
2021,32326,50723.245,35197.161,6.6993007,141.061,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,44364.12242410772,30784.528071597742
2022,32326,50290.585,34094.754,6.1472844,145.244,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,40730.96608738759,27613.762475258984
2023,32326,85675.90909090909,78134.46853146853,13.048951069010304,,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,66639.77836577376,60773.9529222816
2024,32326,87364.16083916085,81069.62937062937,13.031468529384453,,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,66004.39915278197,61248.824744031204
2025,32326,92844.85815602836,84351.08510638298,13.780851063829788,,32326,100145,5304950,MEDICAL LAKE SCHOOL DISTRICT,68344.7117195076,62092.29794002416
2015,32354,45602.89,27584.36,8.242367,582.018,32354,100144,5304920,MEAD SCHOOL DISTRICT,45602.89,27584.36
2016,32354,47810.11,28628.48,8.810196,609.007,32354,100144,5304920,MEAD SCHOOL DISTRICT,47211.76669703983,28270.194706744467
2017,32354,49945.811,29433.662,8.1687692,622.012,32354,100144,5304920,MEAD SCHOOL DISTRICT,48291.43407610629,28458.717951169016
2018,32354,51270.165,29895.788,8.2021513,649.67,32354,100144,5304920,MEAD SCHOOL DISTRICT,48391.64883955863,28217.31653638896
2019,32354,57913.957,38046.552,7.68,682.877,32354,100144,5304920,MEAD SCHOOL DISTRICT,53688.9124274111,35270.91057675342
