year,districtid,meantotalsalary,meancertbasesalary,meanexperience,districtfte,districtccddd,districtnumber,nces_lea,name,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted
2024,8402,90237.4647887324,87701.9014084507,13.698591482471413,,8402,100113,5303810,KALAMA SCHOOL DISTRICT,68175.20579652615,66259.56515141769
2025,8402,95038.15942028986,92830.59420289854,14.391304347826088,,8402,100113,5303810,KALAMA SCHOOL DISTRICT,69959.23885215799,68334.21177601047
2015,8404,37456.99,21634.2,5.499719,139.518,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,37456.99,21634.200000000004
2016,8404,37294.87,20044.19,4.654455,145.84,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,36828.12487644203,19793.337055931028
2017,8404,37815.512,19831.607,4.2988372,151.353,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,36562.932270780555,19174.716014997695
2018,8404,40558.304,20593.691,4.2995496,156.791,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,38281.19540274672,19437.47719911529
2019,8404,44380.011,24574.385,4.2361234,160.79,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,41142.319529410524,22781.58966451705
2021,8404,56530.551,36052.032,5.8933333,160.718,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,49443.37226978016,31532.224747960216
2022,8404,49971.279,28240.285,4.2342048,163.825,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,40472.35621324317,22872.155705350422
2023,8404,88525.82954545454,82377.15340909091,10.702272726730866,,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,68856.4816312095,64073.96552699846
2024,8404,93523.18562874252,87716.71856287424,11.261676624149619,,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,70657.59706252717,66270.75964313472
2025,8404,100178.6305732484,92897.62420382166,11.834394904458604,,8404,100302,5310050,WOODLAND SCHOOL DISTRICT,73743.22889779934,68383.55372321824
2015,8458,42567.05,27092.42,6.541617,324.802,8458,100115,5300003,KELSO SCHOOL DISTRICT,42567.05,27092.42
2016,8458,43929.55,27579.9,6.43835,332.004,8458,100115,5300003,KELSO SCHOOL DISTRICT,43379.771887283794,27234.737680538467
2017,8458,45620.789,28375.03,6.6209169,343.74,8458,100115,5300003,KELSO SCHOOL DISTRICT,44109.671669831434,27435.151481523408
2018,8458,47458.738,28945.151,6.5595568,354.749,8458,100115,5300003,KELSO SCHOOL DISTRICT,44794.210895646946,27320.05217459314
2019,8458,50051.172,35267.254,6.2336774,375.212,8458,100115,5300003,KELSO SCHOOL DISTRICT,46399.74765318298,32694.372991319928
2021,8458,54739.556,40230.503,6.7225519,344.132,8458,100115,5300003,KELSO SCHOOL DISTRICT,47876.91252452993,35186.845011107485
2022,8458,56339.242,38508.142,6.5928169,342.739,8458,100115,5300003,KELSO SCHOOL DISTRICT,45629.84811751787,31188.21993998093
2023,8458,90468.26923076923,84073.93956043955,12.846428545805942,,8458,100115,5300003,KELSO SCHOOL DISTRICT,70367.3351662552,65393.74671473009
2024,8458,91700.27272727272,86070.31948051948,12.635844131549458,,8458,100115,5300003,KELSO SCHOOL DISTRICT,69280.37018123336,65026.89051931196
2025,8458,98039.7679558011,92243.75414364641,13.478453038674038,,8458,100115,5300003,KELSO SCHOOL DISTRICT,72168.7749980324,67902.22862183681
2015,9013,38119.08,21300.11,5.268421,13.65,9013,100189,5306390,ORONDO SCHOOL DISTRICT,38119.08,21300.11
2016,9013,41801.41,23363.51,5.789189,13.95,9013,100189,5306390,ORONDO SCHOOL DISTRICT,41278.26554942685,23071.115781661178
2017,9013,42658.605,22121.342,4.8789474,13.996,9013,100189,5306390,ORONDO SCHOOL DISTRICT,41245.60538492724,21388.607121986694
2018,9013,41776.378,22799.514,5.2135135,13.267,9013,100189,5306390,ORONDO SCHOOL DISTRICT,39430.8817606626,21519.456299791516
2019,9013,41865.93,22209.837,4.9046512,13.468,9013,100189,5306390,ORONDO SCHOOL DISTRICT,38811.65034988238,20589.544480962937
2021,9013,50509.361,25758.222,4.4027778,12.449,9013,100189,5306390,ORONDO SCHOOL DISTRICT,44177.05284761359,22528.939428763773
2022,9013,48735.595,25466.297,4.4277778,13,9013,100189,5306390,ORONDO SCHOOL DISTRICT,39471.5604758556,20625.46855397169
2023,9013,74339.76923076923,70893.69230769231,9.107692333368155,,9013,100189,5306390,ORONDO SCHOOL DISTRICT,57822.389022387244,55141.987905877584
2024,9013,77935.41666666667,73975.25,10.74166668454806,,9013,100189,5306390,ORONDO SCHOOL DISTRICT,58880.899219937535,55888.95814401477
2025,9013,79298.27272727272,76347.36363636363,11.990909090909092,,9013,100189,5306390,ORONDO SCHOOL DISTRICT,58372.835039421654,56200.61963477611
2015,9075,40420.95,26718.05,6.467273,57,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,40420.95,26718.05
2016,9075,41436.62,26149.82,6.431933,57,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,40918.0408945701,25822.55512504753
2017,9075,44349.213,28552.213,6.6745902,64,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,42880.2146373536,27606.465571586075
2018,9075,44068.696,27022.928,6.1608,60.083,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,41594.49967928252,25505.750613298715
2019,9075,52474.943,32826.844,6.6786885,60.789,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,48646.695292473094,30432.000230691978
2021,9075,53269.437,33970.513,7.0277311,57.438,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,46591.100875570824,29711.663706486892
2022,9075,56759.839,35329.958,6.8288135,58.867,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,45970.49482392339,28614.169454716583
2023,9075,81435.65,72751.51666666666,13.62166665357848,,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,63341.65256786936,56587.02659689654
2024,9075,86060.18333333333,76256.6,14.264999981721243,,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,65019.23257012182,57612.53832335648
2025,9075,90139.12727272727,82598.07272727272,14.476363636363637,,9075,100028,5300720,BRIDGEPORT SCHOOL DISTRICT,66352.97624936434,60801.87509840944
2015,9102,32091.14,17884.86,2.371429,3,9102,100193,5306510,PALISADES SCHOOL DISTRICT,32091.14,17884.86
2016,9102,29084.13,13870.88,0.7,3,9102,100193,5306510,PALISADES SCHOOL DISTRICT,28720.142249126326,13697.28600169788
2017,9102,32136.375,16829.125,2.575,3,9102,100193,5306510,PALISADES SCHOOL DISTRICT,31071.907807394105,16271.686538357588
2018,9102,33643.714,20092.857,3.3714286,3,9102,100193,5306510,PALISADES SCHOOL DISTRICT,31754.818685419526,18964.762062448353
2019,9102,33182.875,16580.875,1.45,3,9102,100193,5306510,PALISADES SCHOOL DISTRICT,30762.057408108536,15371.236778810504
2021,9102,38900.833,25904.5,2.9333334,3,9102,100193,5306510,PALISADES SCHOOL DISTRICT,34023.874411263896,22656.878701969847
2022,9102,37613.714,20318.143,2.0857143,2.666,9102,100193,5306510,PALISADES SCHOOL DISTRICT,30463.811652910696,16455.91502846291
2023,9102,62455.333333333336,58424.333333333336,5.866666793823242,,9102,100193,5306510,PALISADES SCHOOL DISTRICT,48578.5282613999,45443.166764302725
2024,9102,64467,61389,4.766666809717814,,9102,100193,5306510,PALISADES SCHOOL DISTRICT,48705.39085261894,46379.9345254382
2025,9102,65186,64470.666666666664,5.766666666666667,,9102,100193,5306510,PALISADES SCHOOL DISTRICT,47984.54611951555,47457.97683586323
2015,9206,46220.79,29060.42,7.931362,371.879,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,46220.79,29060.42
2016,9206,49091.89,30383.22,7.801366,381.7,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,48477.505226336914,30002.974143854393
2017,9206,51660.194,30826.135,7.4208556,388.928,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,49949.03081881806,29805.067459484293
2018,9206,54608.251,32148.918,7.6590969,402.656,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,51542.32107765746,30343.946629150996
2019,9206,59979.588,39576.461,7.6579014,422.025,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,55603.84774889752,36689.20686624557
2021,9206,66276.821,43201.569,8.1210389,414.612,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,57967.762132029864,37785.43143344904
2022,9206,67573.274,43192.923,7.4666666,450.627,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,54728.42942088961,34982.48194822438
2023,9206,95683.10893246188,82772.1633986928,13.367538117911172,,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,74423.50177856501,64381.209166881
2024,9206,103014.55275229357,89502.05963302753,13.585321095182534,,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,77828.40919087583,67619.60067229767
2025,9206,109596.27033492822,95911.13157894737,14.058612440191395,,9206,100072,5302310,EASTMONT SCHOOL DISTRICT,80675.71700078632,70601.84881147677
2015,9207,38872,25942.89,6.525,14,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,38872,25942.89
2016,9207,35832.77,23224.87,5.964516,13.087,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,35384.32305110127,22934.210860612522
2017,9207,37486.241,25987.483,5.3896552,14,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,36244.5678580038,25126.688244153906
2018,9207,37803.871,25804.419,4.7258065,13.83,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,35681.40750489049,24355.653678056908
2019,9207,40005.469,27901.031,5.553125,14,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,37086.91709251553,25865.544120797727
2021,9207,51744.192,38045.538,7.4076924,14,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,45257.07431818558,33275.80689135804
2022,9207,49192.333,32689.967,6.87,14,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,39841.47822465134,26476.008129052774
2023,9207,83497.69230769231,71702.69230769231,15.638461626493013,,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,64945.53449714843,55771.23807981744
2024,9207,85370.78571428571,82421.57142857143,15.307142870766777,,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,64498.38654830321,62270.228971654054
2025,9207,88886.30769230769,84705.61538461539,16.076923076923077,,9207,100138,5304710,MANSFIELD SCHOOL DISTRICT,65430.754009373,62353.27383188143
2015,9209,36200.7,22476.54,6.307407,22,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,36200.7,22476.540000000005
2016,9209,38373.4,24433.77,6.409615,24,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,37893.15707853816,24127.981482768624
2017,9209,40423.882,26903.412,6.3470588,24.502,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,39084.9040914222,26012.278527629212
2018,9209,42557.294,28507.216,6.6843137,25.502,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,40167.95395157896,26906.704631542478
2019,9209,50654.75,34170.659,7.6909091,23,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,46959.29233055863,31677.778788935575
2021,9209,57321.905,40288.238,7.652381,23.714,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,50135.51500900766,35237.341831808844
2022,9209,44341.379,29311.758,5.6090909,25,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,35912.63065078683,23739.95492515571
2023,9209,87059.66666666667,81424.66666666667,14.858333349227905,,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,67716.08206816693,63333.10959579219
2024,9209,86674.04347826086,80387.13043478261,13.404347792915676,,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,65483.00935960388,60733.19073861894
2025,9209,92792.47368421052,87711.68421052632,15.063157894736845,,9209,100288,5309600,WATERVILLE SCHOOL DISTRICT,68306.15060049601,64566.093274942235
2015,10003,29053.14,14161.71,3.242857,3.5,10003,100114,5303870,KELLER SCHOOL DISTRICT,29053.14,14161.71
2016,10003,29965.69,15055.15,3.330769,3.517,10003,100114,5303870,KELLER SCHOOL DISTRICT,29590.66952985089,14866.73486818874
2017,10003,28753,15585.846,3.6,3.521,10003,100114,5303870,KELLER SCHOOL DISTRICT,27800.601816041875,15069.589211983062
2018,10003,32206.917,17461.417,4.1916667,3.52,10003,100114,5303870,KELLER SCHOOL DISTRICT,30398.689328751156,16481.061835964432
2019,10003,33263.818,18120.909,6.6636364,4,10003,100114,5303870,KELLER SCHOOL DISTRICT,30837.09530680732,16798.919410844013
2021,10003,42861,23516,6.4833333,5,10003,100114,5303870,KELLER SCHOOL DISTRICT,37487.559228903454,20567.822561930276
2022,10003,41988.818,27233.909,7.0636365,5,10003,100114,5303870,KELLER SCHOOL DISTRICT,34007.26243306754,22057.07935006124
2023,10003,82923.25,75046.25,8.125000238418579,,10003,100114,5303870,KELLER SCHOOL DISTRICT,64498.72618808314,58371.89847470323
2024,10003,84770.25,77822.5,8.125000238418579,,10003,100114,5303870,KELLER SCHOOL DISTRICT,64044.67648446836,58795.58967577114
2025,10003,87681.5,79902.5,8.875,,10003,100114,5303870,KELLER SCHOOL DISTRICT,64543.87415362659,58817.617223247194
2015,10050,31997.67,21327.89,5.9,17.382,10050,100061,5301890,CURLEW SCHOOL DISTRICT,31997.67,21327.89
2016,10050,35743.66,24634.5,6.918182,18.4,10050,100061,5301890,CURLEW SCHOOL DISTRICT,35296.32826233436,24326.199347757778
2017,10050,36969.886,25054.273,6.5613636,18.457,10050,100061,5301890,CURLEW SCHOOL DISTRICT,35745.31631031409,24224.38936679334
2018,10050,32335.489,21204.578,4.8111111,17.698,10050,100061,5301890,CURLEW SCHOOL DISTRICT,30520.042772310382,20014.0665115283
2019,10050,34952.528,20106.019,3.7433962,18.495,10050,100061,5301890,CURLEW SCHOOL DISTRICT,32402.607456241232,18639.208047118307
2021,10050,40522.204,22996.963,3.7407407,21.5,10050,100061,5301890,CURLEW SCHOOL DISTRICT,35441.97574801587,20113.85671233525
2022,10050,39036.288,23336.458,3.7881356,22.991,10050,100061,5301890,CURLEW SCHOOL DISTRICT,31615.971910159627,18900.48563558656
2023,10050,67501.76190476191,64100.619047619046,9.333333316303435,,10050,100061,5301890,CURLEW SCHOOL DISTRICT,52503.70262029552,49858.25177424918
2024,10050,77505.80952380953,69089.04761904762,10.185714290255593,,10050,100061,5301890,CURLEW SCHOOL DISTRICT,58556.3272093595,52197.388864394445
2025,10050,82301.04761904762,76092.28571428571,10.928571428571429,,10050,100061,5301890,CURLEW SCHOOL DISTRICT,60583.22976038775,56012.85234861009
2015,10065,32920.47,18544.87,6.94,4.793,10065,100188,5306360,ORIENT SCHOOL DISTRICT,32920.47,18544.87
2016,10065,31868.53,18937,10.07333,4.67,10065,100188,5306360,ORIENT SCHOOL DISTRICT,31469.695496153734,18700.003533600804
2017,10065,33860.571,19868.357,8.9,4.5,10065,100188,5306360,ORIENT SCHOOL DISTRICT,32738.992509818625,19210.24872868808
2018,10065,36164.5,20452.143,9.2214285,4.5,10065,100188,5306360,ORIENT SCHOOL DISTRICT,34134.07747874846,19303.87628111665
2019,10065,38489.615,17798.231,9.2615384,3.5,10065,100188,5306360,ORIENT SCHOOL DISTRICT,35681.65043704005,16499.78200456642
2021,10065,60561.769,24304.923,9.8153846,3.5,10065,100188,5306360,ORIENT SCHOOL DISTRICT,52969.200494497774,21257.839073200295
2022,10065,59270.077,25519.385,9.8,4,10065,100188,5306360,ORIENT SCHOOL DISTRICT,48003.567591903164,20668.465181027175
2023,10065,122369.25,85841.75,31.84999990463257,,10065,100188,5306360,ORIENT SCHOOL DISTRICT,95180.31130703505,66768.7714694719
2024,10065,102048.6,81454.2,25.479999923706053,,10065,100188,5306360,ORIENT SCHOOL DISTRICT,77098.62331057084,61539.371268825824
2025,10065,113771.75,110134,32.675,,10065,100188,5306360,ORIENT SCHOOL DISTRICT,83749.3600615622,81071.54914132982
2015,10070,34967.26,22421.78,6.831481,21.35,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,34967.26,22421.78
2016,10070,34079.6,20103.55,4.689655,21.85,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,33653.0939654487,19851.95416580876
2017,10070,33508.35,20066.433,4.4,22.93,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,32398.438279920934,19401.763770781574
2018,10070,40825.875,22871.518,5.1875,22.678,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,38533.743875560285,21587.41770157448
2019,10070,46457.453,26369.377,5.1754717,21,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,43068.20419329259,24445.63013572684
2021,10070,58732.609,36832.239,5.8434782,23.5,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,51369.36045718784,32214.617975446858
2022,10070,50224.796,28717.185,4.6277778,21.5,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,40677.68276352243,23258.40290702993
2023,10070,87950.86363636363,75075.81818181818,10.718181818723679,,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,68409.26605852107,58394.89697105944
2024,10070,97170.375,85930.29166666667,12.145833298563957,,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,73413.08101308503,64921.098262747524
2025,10070,96733.2,85864.72,12.64,,10070,100109,5300002,INCHELIUM SCHOOL DISTRICT,71206.98764594118,63206.51085937608
2015,10309,38736.15,25541.2,7.286885,27.5,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,38736.15,25541.2
2016,10309,37332.4,25042.94,7.028571,26.572,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,36865.18518866762,24729.52772306875
2017,10309,36256.318,23515.212,6.6893939,25.963,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,35055.38413500475,22736.30735686049
2018,10309,37081.043,26160.029,7.1314286,30.6,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,34999.16201675133,24691.298282357195
2019,10309,40342.089,23184.937,5.7987342,30.6,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,37398.97937659181,21493.507208081868
2021,10309,50340.189,32470.434,5.7,23.25,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,44029.08977232668,28399.648112811192
2022,10309,42153.942,26840.145,4.1695652,24,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,34140.998400629134,21738.165021853805
2023,10309,83755.44444444444,77378.25925925926,13.44814814461602,,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,65146.01728686987,60185.76402725981
2024,10309,85996.75862068965,80975.58620689655,12.144827576546833,,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,64971.314636620555,61177.774298894576
2025,10309,79974.86666666667,77352.33333333333,11.053333333333333,,10309,100217,5307260,REPUBLIC SCHOOL DISTRICT,58870.88758274436,56940.395273302136
2015,11001,40884.1,28398.14,6.296033,1093.916,11001,100195,5306570,PASCO SCHOOL DISTRICT,40884.1,28398.14
2016,11001,43507.62,29311.31,6.123832,1171.108,11001,100195,5306570,PASCO SCHOOL DISTRICT,42963.12233925972,28944.479092489237
2017,11001,45850.949,29623.562,5.8744063,1226.87,11001,100195,5306570,PASCO SCHOOL DISTRICT,44332.20797957233,28642.327810483395
2018,11001,49098.245,30550.93,5.9446004,1265.945,11001,100195,5306570,PASCO SCHOOL DISTRICT,46341.66928619432,28835.676192614883
2019,11001,54520.349,39513.48,5.9849836,1292.356,11001,100195,5306570,PASCO SCHOOL DISTRICT,50542.881105031214,36630.8205709767
2021,11001,61036.6,44812.158,6.9179874,1302.511,11001,100195,5306570,PASCO SCHOOL DISTRICT,53384.50240617085,39194.10249877464
2022,11001,60783.991,44302.71,6.5808009,1354.904,11001,100195,5306570,PASCO SCHOOL DISTRICT,49229.70524357735,35881.312149965386
2023,11001,93169.2232796486,88009.06808199121,12.40248900202497,,11001,100195,5306570,PASCO SCHOOL DISTRICT,72468.17052479778,68454.53819391689
2024,11001,95530.7060518732,91171.38400576368,12.626440917541641,,11001,100195,5306570,PASCO SCHOOL DISTRICT,72174.29656542315,68880.79005653951
2025,11001,102497.27648766329,98326.67489114658,13.301088534107393,,11001,100195,5306570,PASCO SCHOOL DISTRICT,75450.02440320031,72379.97217336291
2015,11051,39359.28,24972.9,5.7209,146.75,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,39359.28,24972.9
2016,11051,41395.05,24927.17,5.449375,147.655,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,40876.9911429256,24615.206584077096
2017,11051,40729.907,24402.85,5.1326347,149.7,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,39380.792491615364,23594.543735491858
2018,11051,40682.521,26238.32,5.1006097,155.197,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,38398.43835376713,24765.19370631961
2019,11051,50178.043,33131.88,5.4270769,152.072,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,46517.362928695555,30714.782688316274
2021,11051,52615.943,34102.84,5.7824773,144.161,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,46019.5347658036,29827.401002632178
2022,11051,54271.475,37856.349,6.2423881,156.311,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,43955.138078777636,30660.324736952436
2023,11051,88912.325,85048.325,13.36874998700805,,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,69157.10256075178,66151.63572255196
2024,11051,99284.53164556962,88695.28481012658,13.952531633167704,,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,75010.34512877415,67010.07513086652
2025,11051,103808.71710526316,94746.43421052632,14.991447368421055,,11051,100168,5305730,NORTH FRANKLIN SCHOOL DISTRICT,76415.39860622285,69744.4948613912
2015,11054,24258,14890.83,1.1,2.209,11054,100251,5308370,STAR SCHOOL DISTRICT,24258,14890.83
2016,11054,31090.17,19891,4.1,2.209,11054,100251,5308370,STAR SCHOOL DISTRICT,30701.076667912013,19642.064228064297
2017,11054,31371.5,20343.167,4.7666667,2.515,11054,100251,5308370,STAR SCHOOL DISTRICT,30332.368096266742,19669.331389567807
2018,11054,30564,19779,4.4333333,2.515,11054,100251,5308370,STAR SCHOOL DISTRICT,28848.012389510932,18668.526274444994
2019,11054,24466.833,23418.833,4.9333333,2.515,11054,100251,5308370,STAR SCHOOL DISTRICT,22681.883994096483,21710.339600679763
2021,11054,52413.667,47413.667,6.5,3,11054,100251,5308370,STAR SCHOOL DISTRICT,45842.61790594066,41469.4629131846
2022,11054,56717,51053.333,6.5,2.5,11054,100251,5308370,STAR SCHOOL DISTRICT,45935.79898858527,41348.72511566739
2023,11054,61277.666666666664,52642.666666666664,8.666666666666666,,11054,100251,5308370,STAR SCHOOL DISTRICT,47662.52460893613,40946.1151503814
2024,11054,64412,62547.666666666664,6.666666666666667,,11054,100251,5308370,STAR SCHOOL DISTRICT,48663.8378643165,47255.31747900981
2025,11054,69622.33333333333,68859.66666666667,7.666666666666667,,11054,100251,5308370,STAR SCHOOL DISTRICT,51250.20809348047,50688.79592153429
2015,11056,45200.64,27287.55,9.1,11,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,45200.64,27287.55
2016,11056,44953.92,27344.29,9.7875,10.972,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,44391.32190152653,27002.07633858611
2017,11056,43817.045,28738,8.1545454,10.308,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,42365.673870573104,27786.09866759682
2018,11056,40175.125,26264.875,6.4916667,10.308,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,37919.52963454229,24790.257800319196
2019,11056,52704.81,35024.857,7.1238095,10.781,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,48859.792616024155,32469.659779172
2021,11056,52394.571,36806.143,6.6714286,11,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,45825.91595239232,32191.793604908664
2022,11056,60779.474,43983.737,7.7842106,11.667,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,49226.046869473794,35622.971976634886
2023,11056,88282.81818181818,83557.72727272728,16.099999947981402,,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,68667.46439655246,64992.230433107296
2024,11056,91608.54545454546,88867.36363636363,16.91818176616322,,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,69211.06941231243,67140.08221184337
2025,11056,93880.76923076923,87678.38461538461,16.315384615384616,,11056,100112,5303780,KAHLOTUS SCHOOL DISTRICT,69107.26384330136,64541.580864933356
2015,12110,30122.48,18583.43,6.373333,23.5,12110,100201,5306780,POMEROY SCHOOL DISTRICT,30122.48,18583.43
2016,12110,30043.7,18213.1,5.881481,24.706,12110,100201,5306780,POMEROY SCHOOL DISTRICT,29667.703235065877,17985.16313871388
2017,12110,35610.12,19190.507,6.2293333,23,12110,100201,5306780,POMEROY SCHOOL DISTRICT,34430.59043374497,18554.851450456106
2018,12110,31114.711,19620.447,5.6973684,24.167,12110,100201,5306780,POMEROY SCHOOL DISTRICT,29367.804227982335,18518.87508649858
2019,12110,31015.587,20906.827,5.5426667,23.714,12110,100201,5306780,POMEROY SCHOOL DISTRICT,28752.881353414516,19381.594041968743
2021,12110,37243.364,22319.519,4.7181818,25.2,12110,100201,5306780,POMEROY SCHOOL DISTRICT,32574.200644726225,19521.343190152726
2022,12110,40443.769,25573.192,5.2871795,28.077,12110,100201,5306780,POMEROY SCHOOL DISTRICT,32755.90816024784,20712.044135065273
2023,12110,79402.62068965517,75100.79310344828,14.52413796248107,,12110,100201,5306780,POMEROY SCHOOL DISTRICT,61760.337305620495,58414.32277301232
2024,12110,83636.92857142857,80667.85714285714,16.314285750899995,,12110,100201,5306780,POMEROY SCHOOL DISTRICT,63188.44208329845,60945.28225892451
2025,12110,84409,78851.20689655172,15.34137931034483,,12110,100201,5306780,POMEROY SCHOOL DISTRICT,62134.93009852097,58043.74212111571
2015,13073,44261.61,26890.38,4.690357,152.817,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,44261.61,26890.38
2016,13073,47185.13,28498.1,4.840714,156.467,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,46594.60831881573,28141.446411834455
2017,13073,48304.377,28370.894,4.6592715,163.611,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,46704.370011789084,27431.152480058827
2018,13073,48256.172,27133.837,4.2775385,164.778,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,45546.87369867722,25610.432729713717
2019,13073,53620.894,30110.994,3.9561453,171.256,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,49709.04478596572,27914.281871091986
2021,13073,59360.461,37232.531,4.845283,181.831,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,51918.49927889022,32564.72576711892
2022,13073,63734.545,38170.476,4.9694656,196.012,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,51619.395379673515,30914.740075014877
2023,13073,92918.06532663316,80497.6783919598,10.040703508609804,,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,72272.81677248463,62612.08668714013
2024,13073,98287.09444444445,84275.45555555556,10.521666658173006,,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,74256.77246785082,63670.854888793496
2025,13073,107351.0843373494,91482.17469879518,11.601807228915659,,13073,100281,5309360,WAHLUKE SCHOOL DISTRICT,79022.99661530921,67341.61677274133
2015,13144,42471.67,26231.29,5.932911,192.767,13144,100212,5307080,QUINCY SCHOOL DISTRICT,42471.67,26231.290000000005
2016,13144,44198.8,26910.38,5.630326,197.853,13144,100212,5307080,QUINCY SCHOOL DISTRICT,43645.65222479354,26573.59672020597
2017,13144,43768.903,26111.954,5.4306452,203.767,13144,100212,5307080,QUINCY SCHOOL DISTRICT,42319.126499076985,25247.03633682753
2018,13144,50210.076,28898.71,5.8223809,211.231,13144,100212,5307080,QUINCY SCHOOL DISTRICT,47391.07755942565,27276.218561735488
